answer,correct,detail,error,extra_terms,idx,kind,missing_terms,numeric_delta,question,score
是。失效模式“注塑件起火”所属项目/功能是：绝缘注塑件。,1,exact_boolean,,,162,mode_boolean_project,,,失效模式“注塑件起火”是否属于“绝缘注塑件”？,1
是。失效模式“注塑件起火”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,163,mode_boolean_product,,,失效模式“注塑件起火”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“注塑件起火”的RPN是：60。,1,exact_boolean,,,164,mode_boolean_rpn,,,失效模式“注塑件起火”的RPN是否为“60”？,1
是。失效模式“注塑件起火”的严酷度S是：10。,1,exact_boolean,,,165,mode_boolean_s,,,失效模式“注塑件起火”的严酷度是否为“10”？,1
是。失效模式“注塑件起火”的发生度O是：1。,1,exact_boolean,,,166,mode_boolean_o,,,失效模式“注塑件起火”的发生度是否为“1”？,1
是。失效模式“注塑件起火”的可探测度D是：6。,1,exact_boolean,,,167,mode_boolean_d,,,失效模式“注塑件起火”的可探测度是否为“6”？,1
否。失效模式“注塑件起火”未记录现行预防控制。,1,exact_text,,,168,mode_has_prevent,,,失效模式“注塑件起火”是否记录了现行预防控制？,1
是。失效模式“注塑件起火”的现行探测控制为“ETA自动检测”。,1,exact_text,,,169,mode_has_detect,,,失效模式“注塑件起火”是否记录了现行探测控制？,1
是。失效模式“注塑件起火”的现行探测控制是：ETA自动检测。,1,exact_boolean,,,170,mode_boolean_detect,,,失效模式“注塑件起火”的现行探测控制是否为“ETA自动检测”？,1
是。失效模式“注塑件起火”的建议措施是：更换绝缘注塑件。,1,exact_boolean,,,171,mode_boolean_action,,,失效模式“注塑件起火”的建议措施是否为“更换绝缘注塑件”？,1
FMEA编号“H-187-3.1”对应的失效模式是：注塑件起火。,1,exact_text,,,172,code_to_mode,,,FMEA编号“H-187-3.1”对应的失效模式是什么？,1
是。项目/功能“绝缘注塑件”包含失效模式“注塑件起火”。,1,exact_boolean,,,173,mode_project_repeat,,,项目/功能“绝缘注塑件”中是否包含失效模式“注塑件起火”？,1
失效模式“电解液挥发”属于项目/功能“电池壳体”。,1,exact_text,,,174,mode_project,,,失效模式“电解液挥发”属于哪个项目/功能？,1
失效模式“电解液挥发”对应的FMEA编号是：H-187-4.1。,1,exact_text,,,175,mode_code,,,失效模式“电解液挥发”对应的FMEA编号是什么？,1
失效模式“电解液挥发”的RPN是：84。,1,exact_number,,,176,mode_rpn,,0.0,失效模式“电解液挥发”的RPN是多少？,1
失效模式“电解液挥发”的严酷度S是：7。,1,exact_number,,,177,mode_s,,0.0,失效模式“电解液挥发”的严酷度S是多少？,1
失效模式“电解液挥发”的发生度O是：2。,1,exact_number,,,178,mode_o,,0.0,失效模式“电解液挥发”的发生度O是多少？,1
失效模式“电解液挥发”的可探测度D是：6。,1,exact_number,,,179,mode_d,,0.0,失效模式“电解液挥发”的可探测度D是多少？,1
失效模式“电解液挥发”的潜在失效原因/机理是：电池壳体密封不严。,1,exact_text,,,180,mode_cause,,,失效模式“电解液挥发”的潜在失效原因/机理是什么？,1
失效模式“电解液挥发”的潜在失效后果是：电池容量降低。,1,exact_text,,,181,mode_effect,,,失效模式“电解液挥发”的潜在失效后果是什么？,1
针对失效模式“电解液挥发”，现行预防控制是：未记录；现行探测控制是：BIT机内测试。,1,exact_set,,,182,mode_controls,,,针对失效模式“电解液挥发”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电解液挥发”，建议措施是：更换电池。,1,exact_text,,,183,mode_action,,,针对失效模式“电解液挥发”，建议措施是什么？,1
是。失效模式“电解液挥发”的潜在失效原因/机理是：电池壳体密封不严。,1,exact_boolean,,,184,mode_boolean_cause,,,失效模式“电解液挥发”的原因是否包含“电池壳体密封不严”？,1
是。失效模式“电解液挥发”的潜在失效后果是：电池容量降低。,1,exact_boolean,,,185,mode_boolean_effect,,,失效模式“电解液挥发”的后果是否为“电池容量降低”？,1
是。失效模式“电解液挥发”所属项目/功能是：电池壳体。,1,exact_boolean,,,186,mode_boolean_project,,,失效模式“电解液挥发”是否属于“电池壳体”？,1
是。失效模式“电解液挥发”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,187,mode_boolean_product,,,失效模式“电解液挥发”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电解液挥发”的RPN是：84。,1,exact_boolean,,,188,mode_boolean_rpn,,,失效模式“电解液挥发”的RPN是否为“84”？,1
是。失效模式“电解液挥发”的严酷度S是：7。,1,exact_boolean,,,189,mode_boolean_s,,,失效模式“电解液挥发”的严酷度是否为“7”？,1
是。失效模式“电解液挥发”的发生度O是：2。,1,exact_boolean,,,190,mode_boolean_o,,,失效模式“电解液挥发”的发生度是否为“2”？,1
是。失效模式“电解液挥发”的可探测度D是：6。,1,exact_boolean,,,191,mode_boolean_d,,,失效模式“电解液挥发”的可探测度是否为“6”？,1
否。失效模式“电解液挥发”未记录现行预防控制。,1,exact_text,,,192,mode_has_prevent,,,失效模式“电解液挥发”是否记录了现行预防控制？,1
是。失效模式“电解液挥发”的现行探测控制为“BIT机内测试”。,1,exact_text,,,193,mode_has_detect,,,失效模式“电解液挥发”是否记录了现行探测控制？,1
是。失效模式“电解液挥发”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,194,mode_boolean_detect,,,失效模式“电解液挥发”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电解液挥发”的建议措施是：更换电池。,1,exact_boolean,,,195,mode_boolean_action,,,失效模式“电解液挥发”的建议措施是否为“更换电池”？,1
FMEA编号“H-187-4.1”对应的失效模式是：电解液挥发。,1,exact_text,,,196,code_to_mode,,,FMEA编号“H-187-4.1”对应的失效模式是什么？,1
是。项目/功能“电池壳体”包含失效模式“电解液挥发”。,1,exact_boolean,,,197,mode_project_repeat,,,项目/功能“电池壳体”中是否包含失效模式“电解液挥发”？,1
失效模式“电池漏液”属于项目/功能“电池壳体”。,1,exact_text,,,198,mode_project,,,失效模式“电池漏液”属于哪个项目/功能？,1
失效模式“电池漏液”对应的FMEA编号是：H-187-4.2。,1,exact_text,,,199,mode_code,,,失效模式“电池漏液”对应的FMEA编号是什么？,1
失效模式“电池漏液”的RPN是：108。,1,exact_number,,,200,mode_rpn,,0.0,失效模式“电池漏液”的RPN是多少？,1
失效模式“电池漏液”的严酷度S是：9。,1,exact_number,,,201,mode_s,,0.0,失效模式“电池漏液”的严酷度S是多少？,1
失效模式“电池漏液”的发生度O是：2。,1,exact_number,,,202,mode_o,,0.0,失效模式“电池漏液”的发生度O是多少？,1
失效模式“电池漏液”的可探测度D是：6。,1,exact_number,,,203,mode_d,,0.0,失效模式“电池漏液”的可探测度D是多少？,1
失效模式“电池漏液”的潜在失效原因/机理是：外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。。,1,exact_text,,,204,mode_cause,,,失效模式“电池漏液”的潜在失效原因/机理是什么？,1
失效模式“电池漏液”的潜在失效后果是：安全事故。,1,exact_text,,,205,mode_effect,,,失效模式“电池漏液”的潜在失效后果是什么？,1
针对失效模式“电池漏液”，现行预防控制是：未记录；现行探测控制是：BIT机内测试。,1,exact_set,,,206,mode_controls,,,针对失效模式“电池漏液”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电池漏液”，建议措施是：更换电池。,1,exact_text,,,207,mode_action,,,针对失效模式“电池漏液”，建议措施是什么？,1
是。失效模式“电池漏液”的潜在失效原因/机理是：外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。。,1,exact_boolean,,,208,mode_boolean_cause,,,失效模式“电池漏液”的原因是否包含“外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。”？,1
是。失效模式“电池漏液”的潜在失效后果是：安全事故。,1,exact_boolean,,,209,mode_boolean_effect,,,失效模式“电池漏液”的后果是否为“安全事故”？,1
是。失效模式“电池漏液”所属项目/功能是：电池壳体。,1,exact_boolean,,,210,mode_boolean_project,,,失效模式“电池漏液”是否属于“电池壳体”？,1
是。失效模式“电池漏液”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,211,mode_boolean_product,,,失效模式“电池漏液”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电池漏液”的RPN是：108。,1,exact_boolean,,,212,mode_boolean_rpn,,,失效模式“电池漏液”的RPN是否为“108”？,1
是。失效模式“电池漏液”的严酷度S是：9。,1,exact_boolean,,,213,mode_boolean_s,,,失效模式“电池漏液”的严酷度是否为“9”？,1
是。失效模式“电池漏液”的发生度O是：2。,1,exact_boolean,,,214,mode_boolean_o,,,失效模式“电池漏液”的发生度是否为“2”？,1
是。失效模式“电池漏液”的可探测度D是：6。,1,exact_boolean,,,215,mode_boolean_d,,,失效模式“电池漏液”的可探测度是否为“6”？,1
否。失效模式“电池漏液”未记录现行预防控制。,1,exact_text,,,216,mode_has_prevent,,,失效模式“电池漏液”是否记录了现行预防控制？,1
是。失效模式“电池漏液”的现行探测控制为“BIT机内测试”。,1,exact_text,,,217,mode_has_detect,,,失效模式“电池漏液”是否记录了现行探测控制？,1
是。失效模式“电池漏液”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,218,mode_boolean_detect,,,失效模式“电池漏液”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电池漏液”的建议措施是：更换电池。,1,exact_boolean,,,219,mode_boolean_action,,,失效模式“电池漏液”的建议措施是否为“更换电池”？,1
FMEA编号“H-187-4.2”对应的失效模式是：电池漏液。,1,exact_text,,,220,code_to_mode,,,FMEA编号“H-187-4.2”对应的失效模式是什么？,1
是。项目/功能“电池壳体”包含失效模式“电池漏液”。,1,exact_boolean,,,221,mode_project_repeat,,,项目/功能“电池壳体”中是否包含失效模式“电池漏液”？,1
失效模式“漏电”属于项目/功能“高压箱”。,1,exact_text,,,222,mode_project,,,失效模式“漏电”属于哪个项目/功能？,1
失效模式“漏电”对应的FMEA编号是：H-187-5.1。,1,exact_text,,,223,mode_code,,,失效模式“漏电”对应的FMEA编号是什么？,1
失效模式“漏电”的RPN是：120。,1,exact_number,,,224,mode_rpn,,0.0,失效模式“漏电”的RPN是多少？,1
失效模式“漏电”的严酷度S是：10。,1,exact_number,,,225,mode_s,,0.0,失效模式“漏电”的严酷度S是多少？,1
失效模式“漏电”的发生度O是：2。,1,exact_number,,,226,mode_o,,0.0,失效模式“漏电”的发生度O是多少？,1
失效模式“漏电”的可探测度D是：6。,1,exact_number,,,227,mode_d,,0.0,失效模式“漏电”的可探测度D是多少？,1
失效模式“漏电”的潜在失效原因/机理是：无有效保护措施。,1,exact_text,,,228,mode_cause,,,失效模式“漏电”的潜在失效原因/机理是什么？,1
失效模式“漏电”的潜在失效后果是：安全事故。,1,exact_text,,,229,mode_effect,,,失效模式“漏电”的潜在失效后果是什么？,1
针对失效模式“漏电”，现行预防控制是：提高防护等级；现行探测控制是：BIT机内测试。,1,exact_set,,,230,mode_controls,,,针对失效模式“漏电”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“漏电”，建议措施是：现场做防护处理。,1,exact_text,,,231,mode_action,,,针对失效模式“漏电”，建议措施是什么？,1
是。失效模式“漏电”的潜在失效原因/机理是：无有效保护措施。,1,exact_boolean,,,232,mode_boolean_cause,,,失效模式“漏电”的原因是否包含“无有效保护措施”？,1
是。失效模式“漏电”的潜在失效后果是：安全事故。,1,exact_boolean,,,233,mode_boolean_effect,,,失效模式“漏电”的后果是否为“安全事故”？,1
是。失效模式“漏电”所属项目/功能是：高压箱。,1,exact_boolean,,,234,mode_boolean_project,,,失效模式“漏电”是否属于“高压箱”？,1
是。失效模式“漏电”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,235,mode_boolean_product,,,失效模式“漏电”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“漏电”的RPN是：120。,1,exact_boolean,,,236,mode_boolean_rpn,,,失效模式“漏电”的RPN是否为“120”？,1
是。失效模式“漏电”的严酷度S是：10。,1,exact_boolean,,,237,mode_boolean_s,,,失效模式“漏电”的严酷度是否为“10”？,1
是。失效模式“漏电”的发生度O是：2。,1,exact_boolean,,,238,mode_boolean_o,,,失效模式“漏电”的发生度是否为“2”？,1
是。失效模式“漏电”的可探测度D是：6。,1,exact_boolean,,,239,mode_boolean_d,,,失效模式“漏电”的可探测度是否为“6”？,1
是。失效模式“漏电”的现行预防控制为“提高防护等级”。,1,exact_text,,,240,mode_has_prevent,,,失效模式“漏电”是否记录了现行预防控制？,1
是。失效模式“漏电”的现行探测控制为“BIT机内测试”。,1,exact_text,,,241,mode_has_detect,,,失效模式“漏电”是否记录了现行探测控制？,1
是。失效模式“漏电”的现行预防控制是：提高防护等级。,1,exact_boolean,,,242,mode_boolean_prevent,,,失效模式“漏电”的现行预防控制是否为“提高防护等级”?,1
是。失效模式“漏电”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,243,mode_boolean_detect,,,失效模式“漏电”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“漏电”的建议措施是：现场做防护处理。,1,exact_boolean,,,244,mode_boolean_action,,,失效模式“漏电”的建议措施是否为“现场做防护处理”？,1
FMEA编号“H-187-5.1”对应的失效模式是：漏电。,1,exact_text,,,245,code_to_mode,,,FMEA编号“H-187-5.1”对应的失效模式是什么？,1
是。项目/功能“高压箱”包含失效模式“漏电”。,1,exact_boolean,,,246,mode_project_repeat,,,项目/功能“高压箱”中是否包含失效模式“漏电”？,1
失效模式“过电流”属于项目/功能“高压箱”。,1,exact_text,,,247,mode_project,,,失效模式“过电流”属于哪个项目/功能？,1
失效模式“过电流”对应的FMEA编号是：H-187-5.2。,1,exact_text,,,248,mode_code,,,失效模式“过电流”对应的FMEA编号是什么？,1
失效模式“过电流”的RPN是：90。,1,exact_number,,,249,mode_rpn,,0.0,失效模式“过电流”的RPN是多少？,1
失效模式“过电流”的严酷度S是：9。,1,exact_number,,,250,mode_s,,0.0,失效模式“过电流”的严酷度S是多少？,1
失效模式“过电流”的发生度O是：2。,1,exact_number,,,251,mode_o,,0.0,失效模式“过电流”的发生度O是多少？,1
失效模式“过电流”的可探测度D是：5。,1,exact_number,,,252,mode_d,,0.0,失效模式“过电流”的可探测度D是多少？,1
失效模式“过电流”的潜在失效原因/机理是：使用电流高于额定电流不保护。,1,exact_text,,,253,mode_cause,,,失效模式“过电流”的潜在失效原因/机理是什么？,1
失效模式“过电流”的潜在失效后果是：安全事故。,1,exact_text,,,254,mode_effect,,,失效模式“过电流”的潜在失效后果是什么？,1
针对失效模式“过电流”，现行预防控制是：未记录；现行探测控制是：BIT机内测试。,1,exact_set,,,255,mode_controls,,,针对失效模式“过电流”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“过电流”，建议措施是：未记录。,0,exact_text,,,256,mode_action,,,针对失效模式“过电流”，建议措施是什么？,0
是。失效模式“过电流”的潜在失效原因/机理是：使用电流高于额定电流不保护。,1,exact_boolean,,,257,mode_boolean_cause,,,失效模式“过电流”的原因是否包含“使用电流高于额定电流不保护”？,1
是。失效模式“过电流”的潜在失效后果是：安全事故。,1,exact_boolean,,,258,mode_boolean_effect,,,失效模式“过电流”的后果是否为“安全事故”？,1
是。失效模式“过电流”所属项目/功能是：高压箱。,1,exact_boolean,,,259,mode_boolean_project,,,失效模式“过电流”是否属于“高压箱”？,1
是。失效模式“过电流”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,260,mode_boolean_product,,,失效模式“过电流”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“过电流”的RPN是：90。,1,exact_boolean,,,261,mode_boolean_rpn,,,失效模式“过电流”的RPN是否为“90”？,1
是。失效模式“过电流”的严酷度S是：9。,1,exact_boolean,,,262,mode_boolean_s,,,失效模式“过电流”的严酷度是否为“9”？,1
是。失效模式“过电流”的发生度O是：2。,1,exact_boolean,,,263,mode_boolean_o,,,失效模式“过电流”的发生度是否为“2”？,1
是。失效模式“过电流”的可探测度D是：5。,1,exact_boolean,,,264,mode_boolean_d,,,失效模式“过电流”的可探测度是否为“5”？,1
否。失效模式“过电流”未记录现行预防控制。,1,exact_text,,,265,mode_has_prevent,,,失效模式“过电流”是否记录了现行预防控制？,1
是。失效模式“过电流”的现行探测控制为“BIT机内测试”。,1,exact_text,,,266,mode_has_detect,,,失效模式“过电流”是否记录了现行探测控制？,1
是。失效模式“过电流”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,267,mode_boolean_detect,,,失效模式“过电流”的现行探测控制是否为“BIT机内测试”？,1
FMEA编号“H-187-5.2”对应的失效模式是：过电流。,1,exact_text,,,268,code_to_mode,,,FMEA编号“H-187-5.2”对应的失效模式是什么？,1
是。项目/功能“高压箱”包含失效模式“过电流”。,1,exact_boolean,,,269,mode_project_repeat,,,项目/功能“高压箱”中是否包含失效模式“过电流”？,1
失效模式“输出不受控制”属于项目/功能“高压箱”。,1,exact_text,,,270,mode_project,,,失效模式“输出不受控制”属于哪个项目/功能？,1
失效模式“输出不受控制”对应的FMEA编号是：H-187-5.3。,1,exact_text,,,271,mode_code,,,失效模式“输出不受控制”对应的FMEA编号是什么？,1
失效模式“输出不受控制”的RPN是：180。,1,exact_number,,,272,mode_rpn,,0.0,失效模式“输出不受控制”的RPN是多少？,1
失效模式“输出不受控制”的严酷度S是：9。,1,exact_number,,,273,mode_s,,0.0,失效模式“输出不受控制”的严酷度S是多少？,1
失效模式“输出不受控制”的发生度O是：4。,1,exact_number,,,274,mode_o,,0.0,失效模式“输出不受控制”的发生度O是多少？,1
失效模式“输出不受控制”的可探测度D是：5。,1,exact_number,,,275,mode_d,,0.0,失效模式“输出不受控制”的可探测度D是多少？,1
失效模式“输出不受控制”的潜在失效原因/机理是：元器件损坏。,1,exact_text,,,276,mode_cause,,,失效模式“输出不受控制”的潜在失效原因/机理是什么？,1
失效模式“输出不受控制”的潜在失效后果是：安全事故。,1,exact_text,,,277,mode_effect,,,失效模式“输出不受控制”的潜在失效后果是什么？,1
针对失效模式“输出不受控制”，现行预防控制是：未记录；现行探测控制是：BIT机内测试。,1,exact_set,,,278,mode_controls,,,针对失效模式“输出不受控制”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“输出不受控制”，建议措施是：更换损坏器件。,1,exact_text,,,279,mode_action,,,针对失效模式“输出不受控制”，建议措施是什么？,1
是。失效模式“输出不受控制”的潜在失效原因/机理是：元器件损坏。,1,exact_boolean,,,280,mode_boolean_cause,,,失效模式“输出不受控制”的原因是否包含“元器件损坏”？,1
是。失效模式“输出不受控制”的潜在失效后果是：安全事故。,1,exact_boolean,,,281,mode_boolean_effect,,,失效模式“输出不受控制”的后果是否为“安全事故”？,1
是。失效模式“输出不受控制”所属项目/功能是：高压箱。,1,exact_boolean,,,282,mode_boolean_project,,,失效模式“输出不受控制”是否属于“高压箱”？,1
是。失效模式“输出不受控制”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,283,mode_boolean_product,,,失效模式“输出不受控制”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“输出不受控制”的RPN是：180。,1,exact_boolean,,,284,mode_boolean_rpn,,,失效模式“输出不受控制”的RPN是否为“180”？,1
是。失效模式“输出不受控制”的严酷度S是：9。,1,exact_boolean,,,285,mode_boolean_s,,,失效模式“输出不受控制”的严酷度是否为“9”？,1
是。失效模式“输出不受控制”的发生度O是：4。,1,exact_boolean,,,286,mode_boolean_o,,,失效模式“输出不受控制”的发生度是否为“4”？,1
是。失效模式“输出不受控制”的可探测度D是：5。,1,exact_boolean,,,287,mode_boolean_d,,,失效模式“输出不受控制”的可探测度是否为“5”？,1
否。失效模式“输出不受控制”未记录现行预防控制。,1,exact_text,,,288,mode_has_prevent,,,失效模式“输出不受控制”是否记录了现行预防控制？,1
是。失效模式“输出不受控制”的现行探测控制为“BIT机内测试”。,1,exact_text,,,289,mode_has_detect,,,失效模式“输出不受控制”是否记录了现行探测控制？,1
是。失效模式“输出不受控制”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,290,mode_boolean_detect,,,失效模式“输出不受控制”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“输出不受控制”的建议措施是：更换损坏器件。,1,exact_boolean,,,291,mode_boolean_action,,,失效模式“输出不受控制”的建议措施是否为“更换损坏器件”？,1
FMEA编号“H-187-5.3”对应的失效模式是：输出不受控制。,1,exact_text,,,292,code_to_mode,,,FMEA编号“H-187-5.3”对应的失效模式是什么？,1
是。项目/功能“高压箱”包含失效模式“输出不受控制”。,1,exact_boolean,,,293,mode_project_repeat,,,项目/功能“高压箱”中是否包含失效模式“输出不受控制”？,1
失效模式“高压带电”属于项目/功能“高压箱”。,1,exact_text,,,294,mode_project,,,失效模式“高压带电”属于哪个项目/功能？,1
失效模式“高压带电”对应的FMEA编号是：H-187-5.4。,1,exact_text,,,295,mode_code,,,失效模式“高压带电”对应的FMEA编号是什么？,1
失效模式“高压带电”的RPN是：120。,1,exact_number,,,296,mode_rpn,,0.0,失效模式“高压带电”的RPN是多少？,1
失效模式“高压带电”的严酷度S是：10。,1,exact_number,,,297,mode_s,,0.0,失效模式“高压带电”的严酷度S是多少？,1
失效模式“高压带电”的发生度O是：2。,1,exact_number,,,298,mode_o,,0.0,失效模式“高压带电”的发生度O是多少？,1
失效模式“高压带电”的可探测度D是：6。,1,exact_number,,,299,mode_d,,0.0,失效模式“高压带电”的可探测度D是多少？,1
失效模式“高压带电”的潜在失效原因/机理是：无有效保护措施。,1,exact_text,,,300,mode_cause,,,失效模式“高压带电”的潜在失效原因/机理是什么？,1
失效模式“高压带电”的潜在失效后果是：安全事故。,1,exact_text,,,301,mode_effect,,,失效模式“高压带电”的潜在失效后果是什么？,1
针对失效模式“高压带电”，现行预防控制是：提高防护等级；现行探测控制是：BIT机内测试。,1,exact_set,,,302,mode_controls,,,针对失效模式“高压带电”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“高压带电”，建议措施是：未记录。,0,exact_text,,,303,mode_action,,,针对失效模式“高压带电”，建议措施是什么？,0
是。失效模式“高压带电”的潜在失效原因/机理是：无有效保护措施。,1,exact_boolean,,,304,mode_boolean_cause,,,失效模式“高压带电”的原因是否包含“无有效保护措施”？,1
是。失效模式“高压带电”的潜在失效后果是：安全事故。,1,exact_boolean,,,305,mode_boolean_effect,,,失效模式“高压带电”的后果是否为“安全事故”？,1
是。失效模式“高压带电”所属项目/功能是：高压箱。,1,exact_boolean,,,306,mode_boolean_project,,,失效模式“高压带电”是否属于“高压箱”？,1
是。失效模式“高压带电”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,307,mode_boolean_product,,,失效模式“高压带电”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“高压带电”的RPN是：120。,1,exact_boolean,,,308,mode_boolean_rpn,,,失效模式“高压带电”的RPN是否为“120”？,1
是。失效模式“高压带电”的严酷度S是：10。,1,exact_boolean,,,309,mode_boolean_s,,,失效模式“高压带电”的严酷度是否为“10”？,1
是。失效模式“高压带电”的发生度O是：2。,1,exact_boolean,,,310,mode_boolean_o,,,失效模式“高压带电”的发生度是否为“2”？,1
是。失效模式“高压带电”的可探测度D是：6。,1,exact_boolean,,,311,mode_boolean_d,,,失效模式“高压带电”的可探测度是否为“6”？,1
是。失效模式“高压带电”的现行预防控制为“提高防护等级”。,1,exact_text,,,312,mode_has_prevent,,,失效模式“高压带电”是否记录了现行预防控制？,1
是。失效模式“高压带电”的现行探测控制为“BIT机内测试”。,1,exact_text,,,313,mode_has_detect,,,失效模式“高压带电”是否记录了现行探测控制？,1
是。失效模式“高压带电”的现行预防控制是：提高防护等级。,1,exact_boolean,,,314,mode_boolean_prevent,,,失效模式“高压带电”的现行预防控制是否为“提高防护等级”?,1
是。失效模式“高压带电”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,315,mode_boolean_detect,,,失效模式“高压带电”的现行探测控制是否为“BIT机内测试”？,1
FMEA编号“H-187-5.4”对应的失效模式是：高压带电。,1,exact_text,,,316,code_to_mode,,,FMEA编号“H-187-5.4”对应的失效模式是什么？,1
是。项目/功能“高压箱”包含失效模式“高压带电”。,1,exact_boolean,,,317,mode_project_repeat,,,项目/功能“高压箱”中是否包含失效模式“高压带电”？,1
失效模式“在负载连接的情况下意外开盖”属于项目/功能“高压箱”。,1,exact_text,,,318,mode_project,,,失效模式“在负载连接的情况下意外开盖”属于哪个项目/功能？,1
失效模式“在负载连接的情况下意外开盖”对应的FMEA编号是：H-187-5.5。,1,exact_text,,,319,mode_code,,,失效模式“在负载连接的情况下意外开盖”对应的FMEA编号是什么？,1
失效模式“在负载连接的情况下意外开盖”的RPN是：90。,1,exact_number,,,320,mode_rpn,,0.0,失效模式“在负载连接的情况下意外开盖”的RPN是多少？,1
失效模式“在负载连接的情况下意外开盖”的严酷度S是：9。,1,exact_number,,,321,mode_s,,0.0,失效模式“在负载连接的情况下意外开盖”的严酷度S是多少？,1
失效模式“在负载连接的情况下意外开盖”的发生度O是：2。,1,exact_number,,,322,mode_o,,0.0,失效模式“在负载连接的情况下意外开盖”的发生度O是多少？,1
失效模式“在负载连接的情况下意外开盖”的可探测度D是：5。,1,exact_number,,,323,mode_d,,0.0,失效模式“在负载连接的情况下意外开盖”的可探测度D是多少？,1
失效模式“在负载连接的情况下意外开盖”的潜在失效原因/机理是：负载未断开、违规操作。,1,exact_text,,,324,mode_cause,,,失效模式“在负载连接的情况下意外开盖”的潜在失效原因/机理是什么？,1
失效模式“在负载连接的情况下意外开盖”的潜在失效后果是：安全事故。,1,exact_text,,,325,mode_effect,,,失效模式“在负载连接的情况下意外开盖”的潜在失效后果是什么？,1
针对失效模式“在负载连接的情况下意外开盖”，现行预防控制是：提高防护等级；现行探测控制是：BIT机内测试。,1,exact_set,,,326,mode_controls,,,针对失效模式“在负载连接的情况下意外开盖”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“在负载连接的情况下意外开盖”，建议措施是：未记录。,0,exact_text,,,327,mode_action,,,针对失效模式“在负载连接的情况下意外开盖”，建议措施是什么？,0
是。失效模式“在负载连接的情况下意外开盖”的潜在失效原因/机理是：负载未断开、违规操作。,1,exact_boolean,,,328,mode_boolean_cause,,,失效模式“在负载连接的情况下意外开盖”的原因是否包含“负载未断开、违规操作”？,1
是。失效模式“在负载连接的情况下意外开盖”的潜在失效后果是：安全事故。,1,exact_boolean,,,329,mode_boolean_effect,,,失效模式“在负载连接的情况下意外开盖”的后果是否为“安全事故”？,1
是。失效模式“在负载连接的情况下意外开盖”所属项目/功能是：高压箱。,1,exact_boolean,,,330,mode_boolean_project,,,失效模式“在负载连接的情况下意外开盖”是否属于“高压箱”？,1
是。失效模式“在负载连接的情况下意外开盖”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,331,mode_boolean_product,,,失效模式“在负载连接的情况下意外开盖”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“在负载连接的情况下意外开盖”的RPN是：90。,1,exact_boolean,,,332,mode_boolean_rpn,,,失效模式“在负载连接的情况下意外开盖”的RPN是否为“90”？,1
是。失效模式“在负载连接的情况下意外开盖”的严酷度S是：9。,1,exact_boolean,,,333,mode_boolean_s,,,失效模式“在负载连接的情况下意外开盖”的严酷度是否为“9”？,1
是。失效模式“在负载连接的情况下意外开盖”的发生度O是：2。,1,exact_boolean,,,334,mode_boolean_o,,,失效模式“在负载连接的情况下意外开盖”的发生度是否为“2”？,1
是。失效模式“在负载连接的情况下意外开盖”的可探测度D是：5。,1,exact_boolean,,,335,mode_boolean_d,,,失效模式“在负载连接的情况下意外开盖”的可探测度是否为“5”？,1
是。失效模式“在负载连接的情况下意外开盖”的现行预防控制为“提高防护等级”。,1,exact_text,,,336,mode_has_prevent,,,失效模式“在负载连接的情况下意外开盖”是否记录了现行预防控制？,1
