序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
82,1582,Full全量模型,无,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS9”这条里，潜在失效后果是什么？,Mooring line strength decrease or broken,FMEA编号“SKS9”对应的失效模式“Mooring line breakage[8]”的潜在失效后果是：Mooring line strength decrease or broken。,正确,1.0,3.9,CSV直答,1.0,1.0,0,,1,,,,,,Mooring line strength decrease or broken,,潜在失效后果,83,
83,1583,Full全量模型,无,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS8”这条的RPN是多少？,RPN=28.8,FMEA编号“SKS8”对应的失效模式“Mooring line breakage [8]”的RPN是：28.8。,正确,1.0,3.66,CSV直答,1.0,1.0,0,,1,,,28.8,,,,28.8,RPN,82,
84,1584,Full全量模型,无,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS13”对应的建议措施是什么？,Continuous tension and vibration monitoring; thresholds for intervention; Optimized chain/wire/rope selection and fatigue margins (design); -,FMEA编号“SKS13”对应的失效模式“Mooring Line Fatigue [1]”的建议措施是：Continuous tension and vibration monitoring; thresholds for intervention; Optimized chain/wire/rope selection and fatigue margins (design); -。,正确,1.0,3.73,CSV直答,1.0,1.0,0,,1,,,,,,Continuous tension and vibration monitoring; thresholds for intervention; Optimized chain/wire/rope selection and fatigue margins (design); -,,建议措施,87,
85,1585,Full全量模型,无,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS10”这条的S、O、D、RPN分别是多少？,,FMEA编号“SKS10”对应的失效模式“Mooring line breakage[8]”的S、O、D、RPN分别是：S=4.0；O=2.0；D=3.0；RPN=24.0。,正确,1.0,3.63,CSV直答,1.0,1.0,0,,1,,,4.0；2.0；3.0；24.0,,,,4.0；2.0；3.0；24.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,84,
86,1586,Full全量模型,无,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS11”这条里，潜在失效原因/机理是什么？,Maintenance; Mooring lines corrosion due to improper maintenance of the corroded components,FMEA编号“SKS11”对应的失效模式“Mooring Line Corrosion [1]”的潜在失效原因/机理是：Maintenance; Mooring lines corrosion due to improper maintenance of the corroded components。,正确,1.0,3.64,CSV直答,1.0,1.0,0,,1,,,,,,Maintenance; Mooring lines corrosion due to improper maintenance of the corroded components,,潜在失效原因/机理,85,
87,1587,Full全量模型,无,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS14”这条里，潜在失效后果是什么？,Mooring line strength decrease or broken,FMEA编号“SKS14”对应的失效模式“Mooring line wear [1]”的潜在失效后果是：Mooring line strength decrease or broken。,正确,1.0,3.66,CSV直答,1.0,1.0,0,,1,,,,,,Mooring line strength decrease or broken,,潜在失效后果,88,
88,1588,Full全量模型,无,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS13”这条的RPN是多少？,RPN=31.6,FMEA编号“SKS13”对应的失效模式“Mooring Line Fatigue [1]”的RPN是：31.6。,正确,1.0,3.65,CSV直答,1.0,1.0,0,,1,,,31.6,,,,31.6,RPN,87,
89,1589,Full全量模型,无,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS22”对应的建议措施是什么？,"Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; -","FMEA编号“SKS22”对应的失效模式“Mooring winch failure [1]”的建议措施是：Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; -。",正确,1.0,3.73,CSV直答,1.0,1.0,0,,1,,,,,,"Continuous tension and vibration monitoring; thresholds for intervention; Procedural controls: load management, operational envelopes; -",,建议措施,96,
90,1590,Full全量模型,无,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS15”这条的S、O、D、RPN分别是多少？,,FMEA编号“SKS15”对应的失效模式“Mooring line wear [1]”的S、O、D、RPN分别是：S=3.6；O=2.0；D=3.6；RPN=26.4。,正确,1.0,3.63,CSV直答,1.0,1.0,0,,1,,,3.6；2.0；3.6；26.4,,,,3.6；2.0；3.6；26.4,严酷度(S)；发生度(O)；可探测度(D)；RPN,89,
91,1591,Full全量模型,无,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS16”这条里，潜在失效原因/机理是什么？,"Operation; Mooring lines wear due to Improper handling, such as excessive tension, bending, or twisting of the mooring lines.","FMEA编号“SKS16”对应的失效模式“Mooring line wear [1]”的潜在失效原因/机理是：Operation; Mooring lines wear due to Improper handling, such as excessive tension, bending, or twisting of the mooring lines.。",正确,1.0,3.77,CSV直答,1.0,1.0,0,,1,,,,,,"Operation; Mooring lines wear due to Improper handling, such as excessive tension, bending, or twisting of the mooring lines.",,潜在失效原因/机理,90,
92,1592,Full全量模型,无,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS19”这条里，潜在失效后果是什么？,Asset not in correct location or position,"FMEA编号“SKS19”对应的失效模式“Mooring lines broken [1,3]”的潜在失效后果是：Asset not in correct location or position。",正确,1.0,3.63,CSV直答,1.0,1.0,0,,1,,,,,,Asset not in correct location or position,,潜在失效后果,93,
93,1593,Full全量模型,无,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS18”这条的RPN是多少？,RPN=20,"FMEA编号“SKS18”对应的失效模式“Mooring lines broken [1,3]”的RPN是：20.0。",正确,1.0,3.64,CSV直答,1.0,1.0,0,,1,,,20.0,,,,20.0,RPN,92,
94,1594,Full全量模型,无,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC9”对应的建议措施是什么？,-; Design review; improved material selection,FMEA编号“DC9”对应的失效模式“Detachment”的建议措施是：-; Design review; improved material selection。,正确,1.0,3.73,CSV直答,1.0,1.0,0,,1,,,,,,-; Design review; improved material selection,,建议措施,105,
95,1595,Full全量模型,无,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS20”这条的S、O、D、RPN分别是多少？,,"FMEA编号“SKS20”对应的失效模式“Mooring lines broken [1,3]”的S、O、D、RPN分别是：S=4.0；O=2.2；D=3.0；RPN=28.0。",正确,1.0,3.64,CSV直答,1.0,1.0,0,,1,,,3.0；4.0；2.2；3.0；28.0,,,,4.0；2.2；3.0；28.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,94,
96,1596,Full全量模型,无,模块专项测试,module_m1_cause,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“SKS21”这条里，潜在失效原因/机理是什么？,Design; Mooring winch failure due to understimation of loads during design phase,FMEA编号“SKS21”对应的失效模式“Mooring winch failure [1]”的潜在失效原因/机理是：Design; Mooring winch failure due to understimation of loads during design phase。,正确,1.0,3.63,CSV直答,1.0,1.0,0,,1,,,,,,Design; Mooring winch failure due to understimation of loads during design phase,,潜在失效原因/机理,95,
97,1597,Full全量模型,无,模块专项测试,module_m1_effect,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC2”这条里，潜在失效后果是什么？,Structural integrity damage - extra stress on cables,FMEA编号“DC2”对应的失效模式“anchoring damages”的潜在失效后果是：Structural integrity damage - extra stress on cables。,正确,1.0,3.64,CSV直答,1.0,1.0,0,,1,,,,,,Structural integrity damage - extra stress on cables,,潜在失效后果,98,
98,1598,Full全量模型,无,模块专项测试,module_m1_rpn,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC1”这条的RPN是多少？,RPN=30.25,FMEA编号“DC1”对应的失效模式“accelerated mechanical fatigue”的RPN是：30.25。,正确,1.0,3.62,CSV直答,1.0,1.0,0,,1,,,30.25,,,,30.25,RPN,97,
99,1599,Full全量模型,无,模块专项测试,module_m1_action,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC19”对应的建议措施是什么？,"Monitoring: DTS/RTTR, electrical integrity tests, leak detection; -","FMEA编号“DC19”对应的失效模式“Fatigue Cracks”的建议措施是：Monitoring: DTS/RTTR, electrical integrity tests, leak detection; -。",正确,1.0,3.7,CSV直答,1.0,1.0,0,,1,,,,,,"Monitoring: DTS/RTTR, electrical integrity tests, leak detection; -",,建议措施,115,
100,1600,Full全量模型,无,模块专项测试,module_m1_sod,module_m1_direct,M1_编号直答,FMEA编号、字段明确、单条记录直答。,简单,FMEA编号“DC3”这条的S、O、D、RPN分别是多少？,,FMEA编号“DC3”对应的失效模式“Cable Damage”的S、O、D、RPN分别是：S=2.67；O=3.0；D=3.0；RPN=32.0。,正确,1.0,3.61,CSV直答,1.0,1.0,0,,1,,,3.0；2.67；3.0；3.0；32.0,,,,2.67；3.0；3.0；32.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,99,
101,1601,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Tower / Tower (TO) / Primary steelwork”的平均RPN是多少？,,Tower / Tower (TO) / Primary steelwork 对应的RPN平均值为 28.21（n=21）。,正确,1.0,53.06,确定性规则问答,0.0,1.0,0,1.0,1,,,28.21,,,,28.213809523809523,RPN,0,
102,1602,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Tower / Tower (TO) / Primary structure & welding”中RPN最高的失效模式是什么？,,Tower / Tower (TO) / Primary structure & welding 对应的RPN最大值为 38，对应失效模式：Cracks,正确,1.0,54.72,确定性规则问答,0.0,1.0,0,1.0,1,,,,,,Cracks,,潜在失效模式,8,
103,1603,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Transition piece / Transition Piece (TP) / Primary structure & welding”中RPN最低的失效模式是什么？,,Transition piece / Transition Piece (TP) / Primary structure & welding 对应的RPN最小值为 23.33，对应失效模式：Cracks,正确,1.0,29.28,确定性规则问答,0.0,1.0,0,1.0,1,,,,,,Cracks,,潜在失效模式,28,
104,1604,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Transition piece / Transition Piece (TP) / Primary structure”里，失效模式“Cracks”的S、O、D、RPN分别是多少？,,Transition piece / Transition Piece (TP) / Primary structure 对应的每个失效模式的RPN如下：Cracks=21.67；Transition piece break=33,错误,0.25,26.02,确定性规则问答,0.5,0.25,0,0.25,2,,3.75；2.5；3.25,21.67,,,,3.75；2.5；3.25；21.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,31,
105,1605,Full全量模型,无,模块专项测试,module_m2_avg_d,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Transition piece / Transition Piece (TP) / Primary stucture”的平均可探测度D是多少？,,Transition piece / Transition Piece (TP) / Primary stucture 对应的探测度数平均值为 3.00（n=3）。,正确,1.0,22.4,确定性规则问答,0.0,1.0,0,1.0,1,,,3.0；3.0,,,,3.0,可探测度(D),30,
106,1606,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Transition piece / Transition Piece (TP) / Welding”的平均RPN是多少？,,Transition piece / Transition Piece (TP) / Welding 对应的RPN平均值为 26.45（n=5）。,正确,1.0,11.72,确定性规则问答,0.0,1.0,0,1.0,1,,,26.45,,,,26.451999999999998,RPN,33,
107,1607,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Floating support structure / Floating Support structure / All structures”中RPN最高的失效模式是什么？,,Floating support structure / Floating Support structure / All structures 对应的RPN最大值为 36，对应失效模式：Structural break [11],正确,1.0,8.78,确定性规则问答,0.0,1.0,0,1.0,1,,,11.0,,,Structural break [11],,潜在失效模式,64,
108,1608,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Floating support structure / Floating Support structure / Secondary structure”中RPN最低的失效模式是什么？,,Floating support structure / Floating Support structure / Secondary structure 对应的RPN最小值为 18.8，对应失效模式：Structural break [11],正确,1.0,7.33,确定性规则问答,0.0,1.0,0,1.0,1,,,11.0,,,Structural break [11],,潜在失效模式,61,
109,1609,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Floating support structure / Floating Support structure / Primary structure & Welding”里，失效模式“Cracks [11]”的S、O、D、RPN分别是多少？,,Floating support structure / Floating Support structure / Primary structure & Welding 对应的每个失效模式的RPN如下：Capsize [11]=34.5；Cracks [11]=22.67；Structural break [11]=33.4,错误,0.25,6.92,确定性规则问答,0.3333,0.25,0,0.25,3,,4.14；2.86；3.57,22.67,,,,4.14；2.86；3.57；22.67,严酷度(S)；发生度(O)；可探测度(D)；RPN,53,
110,1610,Full全量模型,无,模块专项测试,module_m2_avg_d,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Anchor (AC)”的平均可探测度D是多少？,,Station keeping / Anchor (AC) 对应的探测度数平均值为 3.80（n=2）。,正确,1.0,5.21,确定性规则问答,0.0,1.0,0,1.0,1,,,3.8,,,,3.8,可探测度(D),76,
111,1611,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Fairlead (FL)”的平均RPN是多少？,,Station keeping / Fairlead (FL) 对应的RPN平均值为 30.00（n=2）。,正确,1.0,8.37,确定性规则问答,0.0,1.0,0,1.0,1,,,30.0,,,,30.0,RPN,79,
112,1612,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Mooring Lines (ML) / Mooring lines”中RPN最高的失效模式是什么？,,Station keeping / Mooring Lines (ML) / Mooring lines 对应的RPN最大值为 35.6，对应失效模式：Mooring line wear [1],正确,1.0,7.27,确定性规则问答,0.0,1.0,0,1.0,1,,,1.0,,,Mooring line wear [1],,潜在失效模式,84,
113,1613,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Mooring lines (ML) / Mooring lines”中RPN最低的失效模式是什么？,,"Station keeping / Mooring lines (ML) / Mooring lines 对应的RPN最小值为 20，对应失效模式：Mooring lines broken [1,3]",正确,1.0,8.58,确定性规则问答,0.0,1.0,0,1.0,1,,,1.0；3.0,,,"Mooring lines broken [1,3]",,潜在失效模式,91,
114,1614,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Floating support structure / Floating Support structure / Secondary structure”里，失效模式“Structural break [11]”的S、O、D、RPN分别是多少？,,Floating support structure / Floating Support structure / Secondary structure 对应的每个失效模式的RPN如下：Additional Structures Failures=41.17；Additional Structures Failures=36.5；Additional Structures Failures=23.5；Additional Structures Failures=31.83；Additional Structures Failures=32；Additional Structures Failures=25.83；Additional Structures Failures=40.14；Floater unit sinkage=26.86；Structural break [11]=18.8；Watertight fault [1]=37.2；Watertight fault [1]=31.2,错误,0.25,8.44,确定性规则问答,0.0909,0.25,0,0.25,11,,4.0；2.6；3.25,18.8,,,,4.0；2.6；3.25；18.8,严酷度(S)；发生度(O)；可探测度(D)；RPN,66,
115,1615,Full全量模型,无,模块专项测试,module_m2_avg_d,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Dynamic cable / Dynamic Cable / Dynamic Cable/”的平均可探测度D是多少？,,Dynamic cable / Dynamic Cable / Dynamic Cable/ 对应的探测度数平均值为 3.17（n=15）。,正确,1.0,5.67,确定性规则问答,0.0,1.0,0,1.0,1,,,3.17,,,,3.173333333333334,可探测度(D),128,
116,1616,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Dynamic cable / Dynamic Cable / J-tube”的平均RPN是多少？,,Dynamic cable / Dynamic Cable / J-tube 对应的RPN平均值为 18.75（n=2）。,正确,1.0,5.27,确定性规则问答,0.0,1.0,0,1.0,1,,,18.75,,,,18.75,RPN,101,
117,1617,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Dynamic cable / Dynamic Cable / Joints and terminations”中RPN最高的失效模式是什么？,,Dynamic cable / Dynamic Cable / Joints and terminations 对应的RPN最大值为 28.6，对应失效模式：Failure of end termination [6],正确,1.0,7.79,确定性规则问答,0.0,1.0,0,1.0,1,,,6.0,,,Failure of end termination [6],,潜在失效模式,107,
118,1618,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Dynamic cable / Dynamic Cable / Cable Protection System (CPS)”中RPN最低的失效模式是什么？,,Dynamic cable / Dynamic Cable / Cable Protection System (CPS) 对应的RPN最小值为 38.4，对应失效模式：Movement of CPS due to scour/seabed mobility [6],正确,1.0,7.57,确定性规则问答,0.0,1.0,0,1.0,1,,,6.0,,,Movement of CPS due to scour/seabed mobility [6],,潜在失效模式,123,
119,1619,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Floating support structure / Floating Support structure / Welding”里，失效模式“Cracks [11]”的S、O、D、RPN分别是多少？,,Floating support structure / Floating Support structure / Welding 对应的每个失效模式的RPN如下：Cracks [11]=31.2,错误,0.25,6.69,确定性规则问答,1.0,0.25,0,0.25,1,,3.6；3.0；3.2,31.2,,,,3.6；3.0；3.2；31.2,严酷度(S)；发生度(O)；可探测度(D)；RPN,74,
120,1620,Full全量模型,无,模块专项测试,module_m2_avg_d,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Tower / Tower (TO) / Primary steelwork”的平均可探测度D是多少？,,Tower / Tower (TO) / Primary steelwork 对应的探测度数平均值为 3.01（n=21）。,正确,1.0,5.37,确定性规则问答,0.0,1.0,0,1.0,1,,,3.01,,,,3.01,可探测度(D),22,
121,1621,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Tower / Tower (TO) / Primary structure & welding”的平均RPN是多少？,,Tower / Tower (TO) / Primary structure & welding 对应的RPN平均值为 29.90（n=2）。,正确,1.0,5.31,确定性规则问答,0.0,1.0,0,1.0,1,,,29.9,,,,29.9,RPN,7,
122,1622,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Transition piece / Transition Piece (TP) / Primary structure & welding”中RPN最高的失效模式是什么？,,Transition piece / Transition Piece (TP) / Primary structure & welding 对应的RPN最大值为 38，对应失效模式：Cracks,正确,1.0,7.91,确定性规则问答,0.0,1.0,0,1.0,1,,,,,,Cracks,,潜在失效模式,41,
123,1623,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Transition piece / Transition Piece (TP) / Primary structure”中RPN最低的失效模式是什么？,,Transition piece / Transition Piece (TP) / Primary structure 对应的RPN最小值为 21.67，对应失效模式：Cracks,正确,1.0,7.82,确定性规则问答,0.0,1.0,0,1.0,1,,,,,,Cracks,,潜在失效模式,25,
124,1624,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Station keeping / Monitoring System”里，失效模式“Monitoring system fails”的S、O、D、RPN分别是多少？,,Station keeping / Monitoring System 对应的每个失效模式的RPN如下：Monitoring system fails=13.5,错误,0.25,6.83,确定性规则问答,1.0,0.25,0,0.25,1,,2.6；3.2；2.0,13.5,,,,2.6；3.2；2.0；13.5,严酷度(S)；发生度(O)；可探测度(D)；RPN,81,
125,1625,Full全量模型,无,模块专项测试,module_m2_avg_d,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Transition piece / Transition Piece (TP) / Welding”的平均可探测度D是多少？,,Transition piece / Transition Piece (TP) / Welding 对应的探测度数平均值为 3.13（n=5）。,正确,1.0,5.56,确定性规则问答,0.0,1.0,0,1.0,1,,,3.13,,,,3.134,可探测度(D),44,
126,1626,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Floating support structure / Floating Support structure / All structures”的平均RPN是多少？,,Floating support structure / Floating Support structure / All structures 对应的RPN平均值为 28.36（n=11）。,正确,1.0,5.61,确定性规则问答,0.0,1.0,0,1.0,1,,,28.36,,,,28.36181818181818,RPN,54,
127,1627,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Floating support structure / Floating Support structure / Secondary structure”中RPN最高的失效模式是什么？,,Floating support structure / Floating Support structure / Secondary structure 对应的RPN最大值为 41.17，对应失效模式：Additional Structures Failures,正确,1.0,10.25,确定性规则问答,0.0,1.0,0,1.0,1,,,,,,Additional Structures Failures,,潜在失效模式,57,
128,1628,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Floating support structure / Floating Support structure / Primary structure & Welding”中RPN最低的失效模式是什么？,,Floating support structure / Floating Support structure / Primary structure & Welding 对应的RPN最小值为 22.67，对应失效模式：Cracks [11],正确,1.0,7.8,确定性规则问答,0.0,1.0,0,1.0,1,,,11.0,,,Cracks [11],,潜在失效模式,52,
129,1629,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Dynamic cable / Dynamic Cable / Dynamic Cable/”里，失效模式“Cable Damage”的S、O、D、RPN分别是多少？,,Dynamic cable / Dynamic Cable / Dynamic Cable/ 对应的每个失效模式的RPN如下：Cable Damage=32；Crushing or deformation=24；Debris disturbance=16；Detachment=18.5；Failure of fixing clamps=28；Failure of watertightness=27.8；Failure of watertightness=30.2；Fatigue Cracks=35.6；Geo-Hazards=32；Loss of dynamic positioning=26；Premature damage of outer protection layer=29；Small bending radius=28.6；accelerated mechanical fatigue=30.25；anchoring damages=20；material degradation=18.5,错误,0.25,7.63,确定性规则问答,0.0667,0.25,0,0.25,15,,2.67；3.0；3.0,32.0；32.0,,,,2.67；3.0；3.0；32.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,99,
130,1630,Full全量模型,无,模块专项测试,module_m2_avg_d,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Fairlead (FL)”的平均可探测度D是多少？,,Station keeping / Fairlead (FL) 对应的探测度数平均值为 3.00（n=2）。,正确,1.0,5.32,确定性规则问答,0.0,1.0,0,1.0,1,,,3.0,,,,3.0,可探测度(D),80,
131,1631,Full全量模型,无,模块专项测试,module_m2_avg_rpn,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Mooring Lines (ML) / Mooring lines”的平均RPN是多少？,,Station keeping / Mooring Lines (ML) / Mooring lines 对应的RPN平均值为 28.53（n=9）。,正确,1.0,5.28,确定性规则问答,0.0,1.0,0,1.0,1,,,28.53,,,,28.533333333333335,RPN,85,
132,1632,Full全量模型,无,模块专项测试,module_m2_max_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Mooring lines (ML) / Mooring lines”中RPN最高的失效模式是什么？,,"Station keeping / Mooring lines (ML) / Mooring lines 对应的RPN最大值为 28，对应失效模式：Mooring lines broken [1,3]",正确,1.0,7.67,确定性规则问答,0.0,1.0,0,1.0,1,,,1.0；3.0,,,"Mooring lines broken [1,3]",,潜在失效模式,94,
133,1633,Full全量模型,无,模块专项测试,module_m2_min_mode,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,项目/功能“Station keeping / Mooring lines (ML) / Mooring winch”中RPN最低的失效模式是什么？,,Station keeping / Mooring lines (ML) / Mooring winch 对应的RPN最小值为 21.6，对应失效模式：Mooring winch failure [1],正确,1.0,7.57,确定性规则问答,0.0,1.0,0,1.0,1,,,1.0,,,Mooring winch failure [1],,潜在失效模式,95,
134,1634,Full全量模型,无,模块专项测试,module_m2_mode_sod,module_m2_reasoning,M2_规则推理,平均、最高/最低、比较、S/O/D/RPN 等规则推理。,中等,在“Dynamic cable / Dynamic Cable / Dynamic Cable/”里，失效模式“Failure of fixing clamps”的S、O、D、RPN分别是多少？,,Dynamic cable / Dynamic Cable / Dynamic Cable/ 对应的每个失效模式的RPN如下：Cable Damage=32；Crushing or deformation=24；Debris disturbance=16；Detachment=18.5；Failure of fixing clamps=28；Failure of watertightness=27.8；Failure of watertightness=30.2；Fatigue Cracks=35.6；Geo-Hazards=32；Loss of dynamic positioning=26；Premature damage of outer protection layer=29；Small bending radius=28.6；accelerated mechanical fatigue=30.25；anchoring damages=20；material degradation=18.5,错误,0.25,7.35,确定性规则问答,0.0667,0.25,0,0.25,15,,3.6；2.6；3.0,28.0,,,,3.6；2.6；3.0；28.0,严酷度(S)；发生度(O)；可探测度(D)；RPN,109,
