序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
127,127,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”的平均RPN是多少？,平均RPN=20.00,20,正确,1.0,724.62,语义RAG,0.3333,1.0,0,,3,,,20.0,,,,20.0,RPN,6,
128,128,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最高的失效模式是什么？,注塑件起火；RPN=20.0,你询问的项目/功能“绝缘注塑件”的RPN最高失效模式，但上下文并未提到与“绝缘注塑件”相关的任何信息。因此，我无法给出具体答案。 根据提供的上下文，最高RPN为180，对应的失效模式是“输出不受控制”，发生在高压箱中（FMEA编号：LFP012）。,错误,0.0,1399.37,语义RAG,0.0,0.5,0,,3,注塑件起火,20.0,,,,注塑件起火,20.0,FailureMode；RPN,6,
129,129,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最高的那条，它的后果是什么？,安全事故,你询问的项目/功能“绝缘注塑件”的信息在给定上下文中并未出现，因此我不知道该项目/功能中RPN最高的那条及其后果。,错误,0.0,577.99,语义RAG,0.0,1.0,0,1.0,3,安全事故,,,,,安全事故,,FailureEffect,6,
130,130,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的潜在失效原因/机理是什么？,绝缘注塑件不阻燃,绝缘注塑件不阻燃,正确,1.0,439.19,语义RAG,0.3333,1.0,0,,3,,,,,,绝缘注塑件不阻燃,,,6,
131,131,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的潜在失效后果是什么？,安全事故,不知道。,错误,0.0,416.29,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,6,
132,132,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的RPN是多少？,RPN=20.0,不知道。,错误,0.0,291.27,语义RAG,0.0,1.0,0,,3,,20.0,,,,,20.0,RPN,6,
133,133,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的S是多少？,S=10.0,不知道。,错误,0.0,296.68,语义RAG,0.0,0.0,0,,3,,10.0,,,,,10.0,S,6,
134,134,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的O是多少？,O=1.0,不知道。,错误,0.0,296.54,语义RAG,0.0,1.0,0,,3,,1.0,,,,,1.0,O,6,
135,135,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的D是多少？,D=6.0,不知道。,错误,0.0,244.87,语义RAG,0.0,0.0,0,,3,,6.0,,,,,6.0,D,6,
136,136,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的建议措施是什么？,更换绝缘注塑件,不知道。,错误,0.0,300.29,语义RAG,0.0,0.0,0,,3,更换绝缘注塑件,,,,,更换绝缘注塑件,,RecommendedAction,6,
137,137,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的潜在失效原因/机理是什么？,绝缘注塑件不阻燃,绝缘注塑件不阻燃,正确,1.0,801.19,语义RAG,0.6667,1.0,0,,3,,,,,,绝缘注塑件不阻燃,,,6,
138,138,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的潜在失效后果是什么？,安全事故,安全事故,正确,1.0,406.46,语义RAG,0.6667,1.0,0,,3,,,,,,安全事故,,,6,
139,139,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”的RPN是多少？,RPN=20.0,20,正确,1.0,357.25,语义RAG,0.6667,1.0,0,,3,,,20.0,,,,20.0,RPN,6,
140,140,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的建议措施是什么？,更换绝缘注塑件,建议措施 / RecommendedAction / action / 怎么处理 / 咋处理: 更换绝缘注塑件,正确,1.0,523.79,语义RAG,0.6667,1.0,0,,3,,,,,,更换绝缘注塑件,,RecommendedAction,6,
141,141,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”这个问题，原因讲白一点是什么？,绝缘注塑件不阻燃,绝缘注塑件不阻燃,正确,1.0,743.25,语义RAG,0.6667,1.0,0,,3,,,,,,绝缘注塑件不阻燃,,,6,
142,142,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”最后会带来什么后果？,安全事故,安全事故,正确,1.0,724.71,语义RAG,0.6667,1.0,0,,3,,,,,,安全事故,,,6,
143,143,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”一般怎么处理？,更换绝缘注塑件,更换绝缘注塑件.,正确,1.0,789.11,语义RAG,0.6667,1.0,0,,3,,,,,,更换绝缘注塑件,,,6,
144,144,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的风险最后会体现成什么？,安全事故,安全事故,正确,1.0,315.47,语义RAG,0.6667,1.0,0,,3,,,,,,安全事故,,,6,
145,145,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP007”对应的原因是否就是“绝缘注塑件不阻燃”？,是,不知道。上下文没有提到FMEA编号为LFP007的相关信息。,错误,0.0,904.73,语义RAG,0.0,0.0,0,,3,是/否判断,,,,,,,是/否判断,6,
146,146,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP007”对应的后果是否就是“安全事故”？,是,不是。FMEA编号“LFP007”并未在提供的上下文中出现，因此无法确定其具体信息。根据已有的信息，“LFP009”和“LFP21”的后果是“安全事故”，但没有找到“LFP007”的相关信息。,错误,0.0,1231.37,语义RAG,1.0,1.0,0,,3,是/否判断,,,,,,,是/否判断,6,
147,147,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“注塑件起火”是不是出现在项目/功能“绝缘注塑件”里？,是,是的，失效模式“注塑件起火”出现在项目/功能“绝缘注塑件”里。,正确,1.0,904.32,语义RAG,0.6667,0.6667,0,,3,,,,,,,,是/否判断,6,
148,148,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的FMEA编号是什么？,LFP007,LFP007,正确,1.0,364.53,语义RAG,0.6667,1.0,0,,3,,,7.0,,,LFP007,,FmeaID,6,
149,149,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的后果是什么？,安全事故,安全事故,正确,1.0,754.22,语义RAG,0.6667,1.0,0,,3,,,,,,安全事故,,,6,
150,150,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均RPN是多少？,平均RPN=96.00,84,错误,0.0,695.01,语义RAG,0.3333,0.0,0,,3,,96.0,,,,,96.0,RPN,8,
151,151,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”里RPN最高的失效模式是什么？,电池漏液；RPN=108.0,电池壳体的最高RPN失效模式是LFP009，失效模式为电池漏液，RPN值为108。,正确,1.0,1007.25,语义RAG,0.3333,1.0,0,,3,,,108.0,,,电池漏液,108.0,FailureMode；RPN,8,
152,152,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”里RPN最高的那条，它的后果是什么？,安全事故,安全事故,正确,1.0,315.94,语义RAG,0.3333,1.0,0,1.0,3,,,,,,安全事故,,FailureEffect,8,
153,153,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的潜在失效原因/机理是什么？,电池壳体密封不严,"根据上下文，没有找到FMEA编号为""LFP008""的相关信息，因此不知道其潜在失效原因/机理。",错误,0.0,608.08,语义RAG,0.0,0.0,0,,3,电池壳体密封不严,,,,,电池壳体密封不严,,,7,
154,154,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的潜在失效后果是什么？,电池容量降低,不知道。,错误,0.0,428.99,语义RAG,0.0,0.0,0,,3,电池容量降低,,,,,电池容量降低,,,7,
155,155,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的RPN是多少？,RPN=84.0,不知道。,错误,0.0,295.4,语义RAG,0.0,1.0,0,,3,,84.0,,,,,84.0,RPN,7,
156,156,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的S是多少？,S=7.0,不知道。,错误,0.0,296.28,语义RAG,0.0,1.0,0,,3,,7.0,,,,,7.0,S,7,
157,157,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的O是多少？,O=2.0,不知道。,错误,0.0,299.16,语义RAG,0.0,1.0,0,,3,,2.0,,,,,2.0,O,7,
158,158,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的D是多少？,D=6.0,不知道。,错误,0.0,249.95,语义RAG,0.0,0.0,0,,3,,6.0,,,,,6.0,D,7,
159,159,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的建议措施是什么？,更换电池,不知道。,错误,0.0,261.21,语义RAG,0.0,0.0,0,,3,更换电池,,,,,更换电池,,RecommendedAction,7,
160,160,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的潜在失效原因/机理是什么？,电池壳体密封不严,你提到的失效模式“电解液挥发”在提供的上下文中并没有出现，因此根据现有信息，我无法得知其对应的潜在失效原因/机理。,错误,0.0,1054.52,语义RAG,0.0,0.0,0,,3,电池壳体密封不严,,,,,电池壳体密封不严,,,7,
161,161,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的潜在失效后果是什么？,电池容量降低,你提到的失效模式“电解液挥发”不在提供的上下文信息中，因此我无法根据现有内容回答该问题。根据当前的FMEA记录，没有关于“电解液挥发”的失效模式及其对应后果的信息。,错误,0.0,827.76,语义RAG,0.0,0.0,0,,3,电池容量降低,,,,,电池容量降低,,,7,
162,162,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”的RPN是多少？,RPN=84.0,不知道。,错误,0.0,263.25,语义RAG,0.0,1.0,0,,3,,84.0,,,,,84.0,RPN,7,
163,163,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的建议措施是什么？,更换电池,你询问的失效模式“电解液挥发”在提供的上下文中并没有出现，因此无法找到对应的建议措施。根据现有信息，没有关于“电解液挥发”的失效模式及其建议措施。,错误,0.0,600.6,语义RAG,0.0,0.0,0,,3,更换电池,,,,,更换电池,,RecommendedAction,7,
164,164,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”这个问题，原因讲白一点是什么？,电池壳体密封不严,你提到的“电解液挥发”这个失效模式不在提供的上下文中出现。根据现有信息，“电池壳体”的失效模式包括： - 电池漏液 (LFP009) - 电池组漏液 (LFP006) 这两个失效模式的原因分别是： 1. 外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。 2. 电池组间隙大电池受到挤压碰撞震动。 因此，如果要回答“电解液挥发”的问题，根据现有信息，可以推测其原因可能与上述提到的外力损伤和安装不规范有关。但请注意，这并不是直接从提供的上下文中得出的答案。,错误,0.0,2019.76,语义RAG,0.3333,0.0,0,,3,电池壳体密封不严,,,,,电池壳体密封不严,,,7,
165,165,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”最后会带来什么后果？,电池容量降低,你知道的问题中并没有提到“电解液挥发”这个失效模式，最接近的是编号LFP009中的“电池漏液”，其后果是安全事故。如果确实是指“电解液挥发”，根据提供的信息，并没有找到相关描述，请确认失效模式是否正确。,错误,0.0,934.97,语义RAG,0.6667,1.0,0,,3,电池容量降低,,,,,电池容量降低,,,7,
166,166,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”一般怎么处理？,更换电池,根据上下文，没有找到关于“电池壳体”中“电解液挥发”的失效模式和建议措施。因此，无法直接回答该问题。 根据提供的信息，“电池壳体”相关的失效模式及其建议措施如下： - 失效模式：电池漏液（编号LFP009） - 建议措施：更换电池 由于没有找到“电解液挥发”的具体处理方式，可以推测可能需要检查密封情况并采取相应的防水防漏措施。但具体情况还需参照实际项目标准和建议措施。,正确,1.0,1440.53,语义RAG,0.3333,1.0,0,,3,,,,,,更换电池,,,7,
167,167,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”的风险最后会体现成什么？,电池容量降低,你知道的问题中并没有提到“电解液挥发”这个失效模式，最接近的是编号LFP009中的“电池漏液”，但这也并不是你问的“电解液挥发”。根据提供的信息，在项目/功能“电池壳体”里，并没有找到与“电解液挥发”相关的失效模式。所以，基于给定的信息，我无法回答这个问题。,错误,0.0,1125.3,语义RAG,0.6667,1.0,0,,3,电池容量降低,,,,,电池容量降低,,,7,
168,168,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP008”对应的原因是否就是“电池壳体密封不严”？,是,不是。FMEA编号“LFP009”对应的原因是“外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。”,错误,0.0,805.32,语义RAG,0.0,0.0,0,,3,是/否判断,,,,,,,是/否判断,7,
169,169,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP008”对应的后果是否就是“电池容量降低”？,是,不是。FMEA编号“LFP008”对应的后果是“电池组无法工作”。,错误,0.0,595.67,语义RAG,0.0,0.0,0,,3,是/否判断,,,,,,,是/否判断,7,
170,170,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电解液挥发”是不是出现在项目/功能“电池壳体”里？,是,"不在，""电池壳体""项目的失效模式是""电池漏液""和""电池箱体进灰尘""。",正确,1.0,954.14,语义RAG,0.3333,0.3333,0,,3,,,,,,,,是/否判断,7,
171,171,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的FMEA编号是什么？,LFP008,不知道。,错误,0.0,491.62,语义RAG,0.0,0.0,0,,3,LFP008,,,,,LFP008,,FmeaID,7,
172,172,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“电池壳体”里，失效模式“电解液挥发”的后果是什么？,电池容量降低,不知道。上下文没有提到“电池壳体”中“电解液挥发”的失效模式及其后果。,错误,0.0,983.74,语义RAG,0.3333,1.0,0,,3,电池容量降低,,,,,电池容量降低,,,7,
173,173,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的潜在失效原因/机理是什么？,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,潜在失效原因/机理：外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,正确,1.0,699.55,语义RAG,0.3333,1.0,0,,3,,,,,,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,,,8,
174,174,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的潜在失效后果是什么？,安全事故,不知道。,错误,0.0,435.37,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,8,
175,175,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的RPN是多少？,RPN=108.0,不知道。,错误,0.0,285.15,语义RAG,0.0,0.0,0,,3,,108.0,,,,,108.0,RPN,8,
176,176,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的S是多少？,S=9.0,不知道。,错误,0.0,272.9,语义RAG,0.0,1.0,0,,3,,9.0,,,,,9.0,S,8,
177,177,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的O是多少？,O=2.0,不知道。,错误,0.0,295.68,语义RAG,0.0,1.0,0,,3,,2.0,,,,,2.0,O,8,
178,178,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的D是多少？,D=6.0,不知道。,错误,0.0,229.96,语义RAG,0.0,0.0,0,,3,,6.0,,,,,6.0,D,8,
179,179,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的建议措施是什么？,更换电池,不知道。,错误,0.0,281.37,语义RAG,0.0,0.0,0,,3,更换电池,,,,,更换电池,,RecommendedAction,8,
180,180,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池漏液”对应的潜在失效原因/机理是什么？,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,失效模式“电池漏液”的潜在失效原因/机理是：外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,正确,1.0,1112.39,语义RAG,0.3333,1.0,0,,3,,,,,,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,,,8,
181,181,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池漏液”对应的潜在失效后果是什么？,安全事故,你提到的失效模式“电池漏液”在提供的上下文中并没有出现，因此根据现有信息无法得知其对应的潜在失效后果。,错误,0.0,687.25,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,8,
182,182,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池漏液”的RPN是多少？,RPN=108.0,不知道。,错误,0.0,274.63,语义RAG,0.0,0.0,0,,3,,108.0,,,,,108.0,RPN,8,
183,183,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池漏液”对应的建议措施是什么？,更换电池,你询问的失效模式“电池漏液”在提供的上下文中并没有出现，因此无法找到对应的建议措施。根据现有信息，与“电池漏液”不相关的FMEA记录中，最接近的是编号LFP001中的失效模式“现场电池组无输出电压”，其建议措施为：“现场更换损坏器件和改正错误”。但请注意这并不是你所问的“电池漏液”的建议措施。,错误,0.0,994.24,语义RAG,0.0,0.0,0,,3,更换电池,,,,,更换电池,,RecommendedAction,8,
184,184,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电池漏液”这个问题，原因讲白一点是什么？,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,正确,1.0,962.3,语义RAG,0.3333,1.0,0,,3,,,,,,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,,,8,
185,185,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电池漏液”最后会带来什么后果？,安全事故,安全事故,正确,1.0,773.21,语义RAG,0.6667,1.0,0,,3,,,,,,安全事故,,,8,
186,186,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电池漏液”一般怎么处理？,更换电池,建议措施: 更换电池。,正确,1.0,799.47,语义RAG,0.3333,1.0,0,,3,,,,,,更换电池,,,8,
187,187,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电池漏液”的风险最后会体现成什么？,安全事故,后果 / FailureEffect: 安全事故,正确,1.0,509.83,语义RAG,0.6667,1.0,0,,3,,,,,,安全事故,,,8,
188,188,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP009”对应的原因是否就是“外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。”？,是,是的，FMEA编号“LFP009”对应的原因就是“外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。”,正确,1.0,780.1,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,8,
189,189,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP009”对应的后果是否就是“安全事故”？,是,是的，FMEA编号“LFP009”对应的后果就是“安全事故”。,正确,1.0,878.32,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,8,
190,190,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电池漏液”是不是出现在项目/功能“电池壳体”里？,是,是的，失效模式“电池漏液”出现在项目/功能“电池壳体”里。,正确,1.0,904.37,语义RAG,0.3333,0.3333,0,,3,,,,,,,,是/否判断,8,
191,191,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池漏液”对应的FMEA编号是什么？,LFP009,不知道。,错误,0.0,448.74,语义RAG,0.0,0.0,0,,3,LFP009,,,,,LFP009,,FmeaID,8,
192,192,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“电池壳体”里，失效模式“电池漏液”的后果是什么？,安全事故,安全事故,正确,1.0,779.56,语义RAG,0.3333,1.0,0,,3,,,,,,安全事故,,,8,
193,193,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“高压箱”的平均RPN是多少？,平均RPN=103.00,103,正确,1.0,454.25,语义RAG,1.0,1.0,0,,3,,,103.0,,,,103.0,RPN,11,
194,194,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“高压箱”里RPN最高的失效模式是什么？,输出不受控制；RPN=180.0,输出的RPN最高的是“高压带电”，其RPN值为120。,错误,0.0,457.81,语义RAG,1.0,1.0,0,,3,输出不受控制,180.0,,,,输出不受控制,180.0,FailureMode；RPN,11,
195,195,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“高压箱”里RPN最高的那条，它的后果是什么？,安全事故,安全事故,正确,1.0,303.96,语义RAG,1.0,1.0,0,1.0,3,,,,,,安全事故,,FailureEffect,11,
196,196,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP010”这条的潜在失效原因/机理是什么？,无有效保护措施,无有效保护措施。,正确,1.0,441.65,语义RAG,0.3333,1.0,0,,3,,,,,,无有效保护措施,,,9,
197,197,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP010”这条的潜在失效后果是什么？,安全事故,不知道。,错误,0.0,450.67,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,9,
