序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
105,105,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池箱体进灰尘”对应的FMEA编号是什么？,LFP005,失效模式“电池箱体进灰尘”对应的FMEA编号是：LFP005。,正确,1.0,4.41,CSV直答,0.0,0.0,0,,1,,,5.0,LFP005,,LFP005,,FmeaID,4,
106,106,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“电池组箱体”里，失效模式“电池箱体进灰尘”的后果是什么？,电子器件失效或损坏、影响电池组散热,匹配到1条记录：1) FMEA编号=LFP005；项目/功能=电池组箱体；失效模式=电池箱体进灰尘；失效原因=电池箱体密封不严；失效后果=电子器件失效或损坏、影响电池组散热；S=7；O=2；D=6；RPN=84；建议措施=现场做防尘处理。,正确,1.0,9.95,确定性规则问答,1.0,1.0,0,,1,,,,,,电子器件失效或损坏、影响电池组散热,,,4,
107,107,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的潜在失效原因/机理是什么？,电池组间隙大电池受到挤压碰撞震动,FMEA编号“LFP006”对应的失效模式“电池组漏液”的潜在失效原因/机理是：电池组间隙大电池受到挤压碰撞震动。,正确,1.0,3.95,CSV直答,1.0,1.0,0,,1,,,,,,电池组间隙大电池受到挤压碰撞震动,,,5,
108,108,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的潜在失效后果是什么？,安全事故,FMEA编号“LFP006”对应的失效模式“电池组漏液”的潜在失效后果是：安全事故。,正确,1.0,3.87,CSV直答,1.0,1.0,0,,1,,,,,,安全事故,,,5,
109,109,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的RPN是多少？,RPN=108.0,FMEA编号“LFP006”对应的失效模式“电池组漏液”的RPN是：108。,正确,1.0,3.83,CSV直答,1.0,1.0,0,,1,,,108.0,,,,108.0,RPN,5,
110,110,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的S是多少？,S=9.0,9,正确,1.0,902.02,语义RAG,0.5,1.0,0,,6,,,9.0,,,,9.0,S,5,
111,111,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的O是多少？,O=2.0,2,正确,1.0,286.4,语义RAG,0.5,1.0,0,,6,,,2.0,,,,2.0,O,5,
112,112,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的D是多少？,D=6.0,6,正确,1.0,275.79,语义RAG,0.5,1.0,0,,6,,,6.0,,,,6.0,D,5,
113,113,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP006”这条的建议措施是什么？,现场做防震处理,FMEA编号“LFP006”对应的失效模式“电池组漏液”的建议措施是：现场做防震处理。,正确,1.0,5.0,CSV直答,1.0,1.0,0,,1,,,,,,现场做防震处理,,RecommendedAction,5,
114,114,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的潜在失效原因/机理是什么？,电池组间隙大电池受到挤压碰撞震动,失效模式“电池组漏液”的潜在失效原因/机理是：电池组间隙大电池受到挤压碰撞震动。,正确,1.0,7.11,CSV直答,0.0,0.0,0,,1,,,,,,电池组间隙大电池受到挤压碰撞震动,,,5,
115,115,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的潜在失效后果是什么？,安全事故,失效模式“电池组漏液”的潜在失效后果是：安全事故。,正确,1.0,4.05,CSV直答,0.0,0.0,0,,1,,,,,,安全事故,,,5,
116,116,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”的RPN是多少？,RPN=108.0,失效模式“电池组漏液”的RPN是：108。,正确,1.0,3.86,CSV直答,0.0,0.0,0,,1,,,108.0,,,,108.0,RPN,5,
117,117,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的建议措施是什么？,现场做防震处理,针对失效模式“电池组漏液”，建议措施是：现场做防震处理。,正确,1.0,3.99,CSV直答,0.0,0.0,0,,1,,,,,,现场做防震处理,,RecommendedAction,5,
118,118,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”这个问题，原因讲白一点是什么？,电池组间隙大电池受到挤压碰撞震动,电池组间隙大电池受到挤压碰撞震动。,正确,1.0,1090.81,语义RAG,0.3333,1.0,0,,6,,,,,,电池组间隙大电池受到挤压碰撞震动,,,5,
119,119,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”最后会带来什么后果？,安全事故,匹配到1条记录：1) FMEA编号=LFP006；项目/功能=电池组箱体；失效模式=电池组漏液；失效原因=电池组间隙大电池受到挤压碰撞震动；失效后果=安全事故；S=9；O=2；D=6；RPN=108；建议措施=现场做防震处理。,正确,1.0,7.94,确定性规则问答,1.0,1.0,0,,1,,,,,,安全事故,,,5,
120,120,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”一般怎么处理？,现场做防震处理,项目/功能=电池组箱体；失效模式=电池组漏液；建议措施=现场做防震处理。,正确,1.0,7.18,确定性规则问答,1.0,1.0,0,,1,,,,,,现场做防震处理,,,5,
121,121,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”的风险最后会体现成什么？,安全事故,后果 / FailureEffect: 安全事故,正确,1.0,1051.16,语义RAG,0.1667,1.0,0,,6,,,,,,安全事故,,,5,
122,122,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP006”对应的原因是否就是“电池组间隙大电池受到挤压碰撞震动”？,是,是。FMEA编号“LFP006”对应的失效模式“电池组漏液”的潜在失效原因/机理是：电池组间隙大电池受到挤压碰撞震动。,正确,1.0,3.74,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,5,
123,123,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP006”对应的后果是否就是“安全事故”？,是,是。FMEA编号“LFP006”对应的失效模式“电池组漏液”的潜在失效后果是：安全事故。,正确,1.0,3.1,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,5,
124,124,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电池组漏液”是不是出现在项目/功能“电池组箱体”里？,是,否，失效模式“电池组漏液”出现在项目/功能“电池壳体”。,错误,0.0,722.75,语义RAG,0.1667,0.1667,0,,6,是/否判断,,,,,,,是/否判断,5,
125,125,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的FMEA编号是什么？,LFP006,失效模式“电池组漏液”对应的FMEA编号是：LFP006。,正确,1.0,4.46,CSV直答,0.0,0.0,0,,1,,,6.0,LFP006,,LFP006,,FmeaID,5,
126,126,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“电池组箱体”里，失效模式“电池组漏液”的后果是什么？,安全事故,匹配到1条记录：1) FMEA编号=LFP006；项目/功能=电池组箱体；失效模式=电池组漏液；失效原因=电池组间隙大电池受到挤压碰撞震动；失效后果=安全事故；S=9；O=2；D=6；RPN=108；建议措施=现场做防震处理。,正确,1.0,10.26,确定性规则问答,1.0,1.0,0,,1,,,,,,安全事故,,,5,
127,127,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”的平均RPN是多少？,平均RPN=20.00,绝缘注塑件 对应的RPN平均值为 20.00（n=1）。,正确,1.0,5.91,确定性规则问答,0.0,1.0,0,,1,,,20.0,,,,20.0,RPN,6,
128,128,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最高的失效模式是什么？,注塑件起火；RPN=20.0,绝缘注塑件 对应的RPN最大值为 20，对应失效模式：注塑件起火,正确,1.0,7.82,确定性规则问答,0.0,1.0,0,,1,,,20.0,,,注塑件起火,20.0,FailureMode；RPN,6,
129,129,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最高的那条，它的后果是什么？,安全事故,安全事故,正确,1.0,1496.1,语义RAG,0.0833,1.0,0,1.0,12,,,,,,安全事故,,FailureEffect,6,
130,130,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的潜在失效原因/机理是什么？,绝缘注塑件不阻燃,FMEA编号“LFP007”对应的失效模式“注塑件起火”的潜在失效原因/机理是：绝缘注塑件不阻燃。,正确,1.0,3.84,CSV直答,1.0,1.0,0,,1,,,,,,绝缘注塑件不阻燃,,,6,
131,131,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的潜在失效后果是什么？,安全事故,FMEA编号“LFP007”对应的失效模式“注塑件起火”的潜在失效后果是：安全事故。,正确,1.0,2.87,CSV直答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
132,132,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的RPN是多少？,RPN=20.0,FMEA编号“LFP007”对应的失效模式“注塑件起火”的RPN是：20。,正确,1.0,2.8,CSV直答,1.0,1.0,0,,1,,,20.0,,,,20.0,RPN,6,
133,133,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的S是多少？,S=10.0,10,正确,1.0,626.39,语义RAG,0.3333,1.0,0,,6,,,10.0,,,,10.0,S,6,
134,134,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的O是多少？,O=1.0,1,正确,1.0,262.2,语义RAG,0.3333,1.0,0,,6,,,1.0,,,,1.0,O,6,
135,135,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的D是多少？,D=6.0,6,正确,1.0,282.96,语义RAG,0.3333,1.0,0,,6,,,6.0,,,,6.0,D,6,
136,136,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的建议措施是什么？,更换绝缘注塑件,FMEA编号“LFP007”对应的失效模式“注塑件起火”的建议措施是：更换绝缘注塑件。,正确,1.0,4.31,CSV直答,1.0,1.0,0,,1,,,,,,更换绝缘注塑件,,RecommendedAction,6,
137,137,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的潜在失效原因/机理是什么？,绝缘注塑件不阻燃,失效模式“注塑件起火”的潜在失效原因/机理是：绝缘注塑件不阻燃。,正确,1.0,3.39,CSV直答,0.0,0.0,0,,1,,,,,,绝缘注塑件不阻燃,,,6,
138,138,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的潜在失效后果是什么？,安全事故,失效模式“注塑件起火”的潜在失效后果是：安全事故。,正确,1.0,3.44,CSV直答,0.0,0.0,0,,1,,,,,,安全事故,,,6,
139,139,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”的RPN是多少？,RPN=20.0,失效模式“注塑件起火”的RPN是：20。,正确,1.0,3.33,CSV直答,0.0,0.0,0,,1,,,20.0,,,,20.0,RPN,6,
140,140,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的建议措施是什么？,更换绝缘注塑件,针对失效模式“注塑件起火”，建议措施是：更换绝缘注塑件。,正确,1.0,3.8,CSV直答,0.0,0.0,0,,1,,,,,,更换绝缘注塑件,,RecommendedAction,6,
141,141,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”这个问题，原因讲白一点是什么？,绝缘注塑件不阻燃,原因=绝缘注塑件不阻燃,正确,1.0,1031.57,语义RAG,0.3333,1.0,0,,6,,,,,,绝缘注塑件不阻燃,,,6,
142,142,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”最后会带来什么后果？,安全事故,匹配到1条记录：1) FMEA编号=LFP007；项目/功能=绝缘注塑件；失效模式=注塑件起火；失效原因=绝缘注塑件不阻燃；失效后果=安全事故；S=10；O=1；D=6；RPN=20；建议措施=更换绝缘注塑件。,正确,1.0,7.42,确定性规则问答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
143,143,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”一般怎么处理？,更换绝缘注塑件,项目/功能=绝缘注塑件；失效模式=注塑件起火；建议措施=更换绝缘注塑件。,正确,1.0,6.63,确定性规则问答,1.0,1.0,0,,1,,,,,,更换绝缘注塑件,,,6,
144,144,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的风险最后会体现成什么？,安全事故,注塑件起火的失效模式对应的RPN为20，严重度S为10，发生度O为1，可探测度D为6。,错误,0.0,855.09,语义RAG,0.3333,1.0,0,,6,安全事故,,,,,安全事故,,,6,
145,145,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP007”对应的原因是否就是“绝缘注塑件不阻燃”？,是,是。FMEA编号“LFP007”对应的失效模式“注塑件起火”的潜在失效原因/机理是：绝缘注塑件不阻燃。,正确,1.0,3.69,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,6,
146,146,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP007”对应的后果是否就是“安全事故”？,是,是。FMEA编号“LFP007”对应的失效模式“注塑件起火”的潜在失效后果是：安全事故。,正确,1.0,3.01,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,6,
147,147,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“注塑件起火”是不是出现在项目/功能“绝缘注塑件”里？,是,是的，失效模式“注塑件起火”出现在项目/功能“绝缘注塑件”里。,正确,1.0,1152.95,语义RAG,0.3333,0.3333,0,,6,,,,,,,,是/否判断,6,
148,148,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的FMEA编号是什么？,LFP007,失效模式“注塑件起火”对应的FMEA编号是：LFP007。,正确,1.0,3.72,CSV直答,0.0,0.0,0,,1,,,7.0,LFP007,,LFP007,,FmeaID,6,
149,149,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的后果是什么？,安全事故,匹配到1条记录：1) FMEA编号=LFP007；项目/功能=绝缘注塑件；失效模式=注塑件起火；失效原因=绝缘注塑件不阻燃；失效后果=安全事故；S=10；O=1；D=6；RPN=20；建议措施=更换绝缘注塑件。,正确,1.0,7.09,确定性规则问答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
150,150,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均RPN是多少？,平均RPN=96.00,电池壳体 对应的RPN平均值为 96.00（n=2）。,正确,1.0,4.4,确定性规则问答,0.0,1.0,0,,1,,,96.0,,,,96.0,RPN,8,
151,151,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”里RPN最高的失效模式是什么？,电池漏液；RPN=108.0,电池壳体 对应的RPN最大值为 108，对应失效模式：电池漏液,正确,1.0,7.13,确定性规则问答,0.0,1.0,0,,1,,,108.0,,,电池漏液,108.0,FailureMode；RPN,8,
152,152,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”里RPN最高的那条，它的后果是什么？,安全事故,安全事故,正确,1.0,1528.65,语义RAG,0.1667,1.0,0,1.0,12,,,,,,安全事故,,FailureEffect,8,
153,153,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的潜在失效原因/机理是什么？,电池壳体密封不严,FMEA编号“LFP008”对应的失效模式“电解液挥发”的潜在失效原因/机理是：电池壳体密封不严。,正确,1.0,4.87,CSV直答,1.0,1.0,0,,1,,,,,,电池壳体密封不严,,,7,
154,154,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的潜在失效后果是什么？,电池容量降低,FMEA编号“LFP008”对应的失效模式“电解液挥发”的潜在失效后果是：电池容量降低。,正确,1.0,3.88,CSV直答,1.0,1.0,0,,1,,,,,,电池容量降低,,,7,
155,155,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的RPN是多少？,RPN=84.0,FMEA编号“LFP008”对应的失效模式“电解液挥发”的RPN是：84。,正确,1.0,3.83,CSV直答,1.0,1.0,0,,1,,,84.0,,,,84.0,RPN,7,
156,156,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的S是多少？,S=7.0,7,正确,1.0,602.87,语义RAG,0.3333,1.0,0,,6,,,7.0,,,,7.0,S,7,
157,157,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的O是多少？,O=2.0,2,正确,1.0,280.75,语义RAG,0.3333,1.0,0,,6,,,2.0,,,,2.0,O,7,
158,158,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的D是多少？,D=6.0,6,正确,1.0,276.89,语义RAG,0.3333,1.0,0,,6,,,6.0,,,,6.0,D,7,
159,159,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的建议措施是什么？,更换电池,FMEA编号“LFP008”对应的失效模式“电解液挥发”的建议措施是：更换电池。,正确,1.0,4.72,CSV直答,1.0,1.0,0,,1,,,,,,更换电池,,RecommendedAction,7,
160,160,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的潜在失效原因/机理是什么？,电池壳体密封不严,失效模式“电解液挥发”的潜在失效原因/机理是：电池壳体密封不严。,正确,1.0,3.73,CSV直答,0.0,0.0,0,,1,,,,,,电池壳体密封不严,,,7,
161,161,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的潜在失效后果是什么？,电池容量降低,失效模式“电解液挥发”的潜在失效后果是：电池容量降低。,正确,1.0,3.63,CSV直答,0.0,0.0,0,,1,,,,,,电池容量降低,,,7,
162,162,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”的RPN是多少？,RPN=84.0,失效模式“电解液挥发”的RPN是：84。,正确,1.0,3.58,CSV直答,0.0,0.0,0,,1,,,84.0,,,,84.0,RPN,7,
163,163,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的建议措施是什么？,更换电池,针对失效模式“电解液挥发”，建议措施是：更换电池。,正确,1.0,3.65,CSV直答,0.0,0.0,0,,1,,,,,,更换电池,,RecommendedAction,7,
164,164,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”这个问题，原因讲白一点是什么？,电池壳体密封不严,电池壳体密封不严。,正确,1.0,1075.67,语义RAG,0.3333,1.0,0,,6,,,,,,电池壳体密封不严,,,7,
165,165,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”最后会带来什么后果？,电池容量降低,匹配到1条记录：1) FMEA编号=LFP008；项目/功能=电池壳体；失效模式=电解液挥发；失效原因=电池壳体密封不严；失效后果=电池容量降低；S=7；O=2；D=6；RPN=84；建议措施=更换电池。,正确,1.0,10.04,确定性规则问答,1.0,1.0,0,,1,,,,,,电池容量降低,,,7,
166,166,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”一般怎么处理？,更换电池,项目/功能=电池壳体；失效模式=电解液挥发；建议措施=更换电池。,正确,1.0,10.27,确定性规则问答,1.0,1.0,0,,1,,,,,,更换电池,,,7,
167,167,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”的风险最后会体现成什么？,电池容量降低,你询问的失效模式“电解液挥发”并未出现在提供的上下文中，而上下文中的失效模式是“电池漏液”。因此根据现有信息，无法回答“电解液挥发”的相关问题。在“电池壳体”这个项目/功能中，“电池漏液”的风险最后会体现成“安全事故”。,错误,0.0,1559.24,语义RAG,0.3333,1.0,0,,6,电池容量降低,,,,,电池容量降低,,,7,
168,168,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP008”对应的原因是否就是“电池壳体密封不严”？,是,是。FMEA编号“LFP008”对应的失效模式“电解液挥发”的潜在失效原因/机理是：电池壳体密封不严。,正确,1.0,3.64,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,7,
169,169,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP008”对应的后果是否就是“电池容量降低”？,是,是。FMEA编号“LFP008”对应的失效模式“电解液挥发”的潜在失效后果是：电池容量降低。,正确,1.0,3.0,CSV直答,1.0,1.0,0,,1,,,,,,,,是/否判断,7,
170,170,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电解液挥发”是不是出现在项目/功能“电池壳体”里？,是,否，失效模式“电解液挥发”没有出现在项目/功能“电池壳体”里。上下文中的“电池漏液”的失效模式与“电池壳体”相关，但并没有提到“电解液挥发”。,错误,0.0,851.15,语义RAG,0.3333,0.3333,0,,6,是/否判断,,,,,,,是/否判断,7,
171,171,Full-M4去除证据检查与路由裁决模块,M4 证据检查与路由裁决模块,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的FMEA编号是什么？,LFP008,失效模式“电解液挥发”对应的FMEA编号是：LFP008。,正确,1.0,4.54,CSV直答,0.0,0.0,0,,1,,,8.0,LFP008,,LFP008,,FmeaID,7,
