序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
115,115,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的潜在失效后果是什么？,安全事故,安全事故,正确,1.0,229.15,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,5,
116,116,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”的RPN是多少？,RPN=108.0,108,正确,1.0,237.01,纯LLM直答,1.0,1.0,0,,1,,,108.0,,,,108.0,RPN,5,
117,117,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的建议措施是什么？,现场做防震处理,现场做防震处理,正确,1.0,229.06,纯LLM直答,1.0,1.0,0,,1,,,,,,现场做防震处理,,RecommendedAction,5,
118,118,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”这个问题，原因讲白一点是什么？,电池组间隙大电池受到挤压碰撞震动,原因：电池组间隙大电池受到挤压碰撞震动。,正确,1.0,339.77,纯LLM直答,1.0,1.0,0,,1,,,,,,电池组间隙大电池受到挤压碰撞震动,,,5,
119,119,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”最后会带来什么后果？,安全事故,安全事故,正确,1.0,226.97,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,5,
120,120,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”一般怎么处理？,现场做防震处理,现场做防震处理,正确,1.0,273.07,纯LLM直答,1.0,1.0,0,,1,,,,,,现场做防震处理,,,5,
121,121,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池组箱体”里，失效模式“电池组漏液”的风险最后会体现成什么？,安全事故,RPN: 108,错误,0.0,289.16,纯LLM直答,1.0,1.0,0,,1,安全事故,,,,,安全事故,,,5,
122,122,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP006”对应的原因是否就是“电池组间隙大电池受到挤压碰撞震动”？,是,是的，FMEA编号“LFP006”对应的原因就是“电池组间隙大电池受到挤压碰撞震动”。,正确,1.0,453.29,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,5,
123,123,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP006”对应的后果是否就是“安全事故”？,是,是的，FMEA编号“LFP006”对应的后果就是“安全事故”。,正确,1.0,408.4,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,5,
124,124,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电池组漏液”是不是出现在项目/功能“电池组箱体”里？,是,是的，失效模式“电池组漏液”出现在项目/功能“电池组箱体”里。相关行的 FMEA 编号为 LFP006。,正确,1.0,534.87,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,5,
125,125,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组漏液”对应的FMEA编号是什么？,LFP006,LFP006,正确,1.0,261.24,纯LLM直答,1.0,1.0,0,,1,,,6.0,,,LFP006,,FmeaID,5,
126,126,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“电池组箱体”里，失效模式“电池组漏液”的后果是什么？,安全事故,安全事故,正确,1.0,250.33,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,5,
127,127,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”的平均RPN是多少？,平均RPN=20.00,20,正确,1.0,272.2,纯LLM直答,1.0,1.0,0,,1,,,20.0,,,,20.0,RPN,6,
128,128,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最高的失效模式是什么？,注塑件起火；RPN=20.0,"LFP007,磷酸铁锂电池,DFMEA,绝缘注塑件,注塑件起火,安全事故,绝缘注塑件不阻燃,10,1,6,20,,,阻燃、绝缘试验,更换绝缘注塑件,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,12,lfp_dfmea_20250416105822,更换绝缘注塑件",正确,1.0,1177.97,纯LLM直答,1.0,1.0,0,,1,,,20.0,,,注塑件起火,20.0,FailureMode；RPN,6,
129,129,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“绝缘注塑件”里RPN最高的那条，它的后果是什么？,安全事故,安全事故,正确,1.0,234.24,纯LLM直答,1.0,1.0,0,1.0,1,,,,,,安全事故,,FailureEffect,6,
130,130,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的潜在失效原因/机理是什么？,绝缘注塑件不阻燃,绝缘注塑件不阻燃,正确,1.0,290.96,纯LLM直答,1.0,1.0,0,,1,,,,,,绝缘注塑件不阻燃,,,6,
131,131,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的潜在失效后果是什么？,安全事故,安全事故,正确,1.0,257.75,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
132,132,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的RPN是多少？,RPN=20.0,RPN是20。,正确,1.0,275.36,纯LLM直答,1.0,1.0,0,,1,,,20.0,,,,20.0,RPN,6,
133,133,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的S是多少？,S=10.0,S是10。,正确,1.0,239.86,纯LLM直答,1.0,1.0,0,,1,,,10.0,,,,10.0,S,6,
134,134,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的O是多少？,O=1.0,O是1。,正确,1.0,263.87,纯LLM直答,1.0,1.0,0,,1,,,1.0,,,,1.0,O,6,
135,135,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的D是多少？,D=6.0,6,正确,1.0,254.75,纯LLM直答,1.0,1.0,0,,1,,,6.0,,,,6.0,D,6,
136,136,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP007”这条的建议措施是什么？,更换绝缘注塑件,更换绝缘注塑件,正确,1.0,277.99,纯LLM直答,1.0,1.0,0,,1,,,,,,更换绝缘注塑件,,RecommendedAction,6,
137,137,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的潜在失效原因/机理是什么？,绝缘注塑件不阻燃,"失效模式“注塑件起火”对应的潜在失效原因是：
绝缘注塑件不阻燃。",正确,1.0,420.36,纯LLM直答,1.0,1.0,0,,1,,,,,,绝缘注塑件不阻燃,,,6,
138,138,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的潜在失效后果是什么？,安全事故,失效模式“注塑件起火”的潜在失效后果是安全事故。,正确,1.0,336.96,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
139,139,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”的RPN是多少？,RPN=20.0,失效模式“注塑件起火”的RPN是20。,正确,1.0,356.57,纯LLM直答,1.0,1.0,0,,1,,,20.0,,,,20.0,RPN,6,
140,140,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的建议措施是什么？,更换绝缘注塑件,更换绝缘注塑件,正确,1.0,283.17,纯LLM直答,1.0,1.0,0,,1,,,,,,更换绝缘注塑件,,RecommendedAction,6,
141,141,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”这个问题，原因讲白一点是什么？,绝缘注塑件不阻燃,失效原因: 绝缘注塑件不阻燃。,正确,1.0,361.6,纯LLM直答,1.0,1.0,0,,1,,,,,,绝缘注塑件不阻燃,,,6,
142,142,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”最后会带来什么后果？,安全事故,安全事故,正确,1.0,228.15,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
143,143,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”一般怎么处理？,更换绝缘注塑件,"在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的处理方式为：

更换绝缘注塑件。",正确,1.0,486.7,纯LLM直答,1.0,1.0,0,,1,,,,,,更换绝缘注塑件,,,6,
144,144,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的风险最后会体现成什么？,安全事故,"RPN: 10,1,6,20",错误,0.0,315.23,纯LLM直答,1.0,1.0,0,,1,安全事故,,,,,安全事故,,,6,
145,145,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP007”对应的原因是否就是“绝缘注塑件不阻燃”？,是,是的，FMEA编号“LFP007”对应的原因就是“绝缘注塑件不阻燃”。,正确,1.0,446.42,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,6,
146,146,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP007”对应的后果是否就是“安全事故”？,是,是的，FMEA编号“LFP007”对应的后果是“安全事故”。,正确,1.0,388.22,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,6,
147,147,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“注塑件起火”是不是出现在项目/功能“绝缘注塑件”里？,是,是的，失效模式“注塑件起火”出现在项目/功能“绝缘注塑件”里。相关行的FMEA编号为LFP007。,正确,1.0,534.64,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,6,
148,148,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“注塑件起火”对应的FMEA编号是什么？,LFP007,LFP007,正确,1.0,275.86,纯LLM直答,1.0,1.0,0,,1,,,7.0,,,LFP007,,FmeaID,6,
149,149,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“绝缘注塑件”里，失效模式“注塑件起火”的后果是什么？,安全事故,安全事故,正确,1.0,240.35,纯LLM直答,1.0,1.0,0,,1,,,,,,安全事故,,,6,
150,150,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”的平均RPN是多少？,平均RPN=96.00,"首先，我们需要找出所有与“电池壳体”相关的行，并计算它们的RPN值。

相关行有：
- LFP008: RPN = 84
- LFP009: RPN = 108

平均RPN = (84 + 108) / 2 = 96

答案：项目/功能“电池壳体”的平均RPN是96。",正确,1.0,991.08,纯LLM直答,1.0,0.0,0,,1,,,96.0；96.0,,,,96.0,RPN,8,
151,151,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”里RPN最高的失效模式是什么？,电池漏液；RPN=108.0,"LFP009,磷酸铁锂电池,DFMEA,电池壳体,电池漏液,安全事故,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,9,2,6,108,,,单体震动挤压试验,更换电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,14,lfp_dfmea_20250416105822,更换电池",正确,1.0,1298.96,纯LLM直答,1.0,1.0,0,,1,,,108.0,,,电池漏液,108.0,FailureMode；RPN,8,
152,152,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“电池壳体”里RPN最高的那条，它的后果是什么？,安全事故,"项目/功能“电池壳体”里RPN最高的那条是LFP009，其RPN为108。它的后果是：

外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。",错误,0.0,745.47,纯LLM直答,1.0,1.0,0,1.0,1,安全事故,,,,,安全事故,,FailureEffect,8,
153,153,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的潜在失效原因/机理是什么？,电池壳体密封不严,电池壳体密封不严。,正确,1.0,301.98,纯LLM直答,1.0,1.0,0,,1,,,,,,电池壳体密封不严,,,7,
154,154,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的潜在失效后果是什么？,电池容量降低,电池容量降低,正确,1.0,263.83,纯LLM直答,1.0,1.0,0,,1,,,,,,电池容量降低,,,7,
155,155,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的RPN是多少？,RPN=84.0,"LFP008,磷酸铁锂电池,DFMEA,电池壳体,电解液挥发,电池容量降低,电池壳体密封不严,7,2,6,84,,,",正确,1.0,580.51,纯LLM直答,1.0,1.0,0,,1,,,84.0,,,,84.0,RPN,7,
156,156,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的S是多少？,S=7.0,7,正确,1.0,234.15,纯LLM直答,1.0,1.0,0,,1,,,7.0,,,,7.0,S,7,
157,157,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的O是多少？,O=2.0,2,正确,1.0,245.01,纯LLM直答,1.0,1.0,0,,1,,,2.0,,,,2.0,O,7,
158,158,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的D是多少？,D=6.0,6,正确,1.0,241.22,纯LLM直答,1.0,1.0,0,,1,,,6.0,,,,6.0,D,7,
159,159,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP008”这条的建议措施是什么？,更换电池,更换电池,正确,1.0,216.12,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电池,,RecommendedAction,7,
160,160,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的潜在失效原因/机理是什么？,电池壳体密封不严,"失效模式“电解液挥发”对应的潜在失效原因/机理是：
电池壳体密封不严。",正确,1.0,421.26,纯LLM直答,1.0,1.0,0,,1,,,,,,电池壳体密封不严,,,7,
161,161,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的潜在失效后果是什么？,电池容量降低,失效模式“电解液挥发”对应的潜在失效后果是电池容量降低。,正确,1.0,353.65,纯LLM直答,1.0,1.0,0,,1,,,,,,电池容量降低,,,7,
162,162,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”的RPN是多少？,RPN=84.0,84,正确,1.0,247.91,纯LLM直答,1.0,1.0,0,,1,,,84.0,,,,84.0,RPN,7,
163,163,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的建议措施是什么？,更换电池,更换电池,正确,1.0,248.43,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电池,,RecommendedAction,7,
164,164,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”这个问题，原因讲白一点是什么？,电池壳体密封不严,电池壳体密封不严。,正确,1.0,303.71,纯LLM直答,1.0,1.0,0,,1,,,,,,电池壳体密封不严,,,7,
165,165,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”最后会带来什么后果？,电池容量降低,电池容量降低,正确,1.0,260.14,纯LLM直答,1.0,1.0,0,,1,,,,,,电池容量降低,,,7,
166,166,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”一般怎么处理？,更换电池,"LFP008,磷酸铁锂电池,DFMEA,电池壳体,电解液挥发,电池容量降低,电池壳体密封不严,7,2,6,84,,,,更换电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,13,lfp_dfmea_20250416105822,更换电池",正确,1.0,1057.33,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电池,,,7,
167,167,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“电池壳体”里，失效模式“电解液挥发”的风险最后会体现成什么？,电池容量降低,RPN: 84,错误,0.0,253.24,纯LLM直答,1.0,1.0,0,,1,电池容量降低,,,,,电池容量降低,,,7,
168,168,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP008”对应的原因是否就是“电池壳体密封不严”？,是,是的，FMEA编号“LFP008”对应的原因就是“电池壳体密封不严”。,正确,1.0,418.15,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,7,
169,169,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP008”对应的后果是否就是“电池容量降低”？,是,是的，FMEA编号“LFP008”对应的后果就是“电池容量降低”。,正确,1.0,352.32,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,7,
170,170,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电解液挥发”是不是出现在项目/功能“电池壳体”里？,是,是的，失效模式“电解液挥发”出现在项目/功能“电池壳体”里。相关行的FMEA编号为LFP008。,正确,1.0,512.17,纯LLM直答,1.0,1.0,0,,1,,,,,,,,是/否判断,7,
171,171,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电解液挥发”对应的FMEA编号是什么？,LFP008,LFP008,正确,1.0,262.53,纯LLM直答,1.0,1.0,0,,1,,,8.0,,,LFP008,,FmeaID,7,
172,172,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“电池壳体”里，失效模式“电解液挥发”的后果是什么？,电池容量降低,失效模式“电解液挥发”的后果是“电池容量降低”。,正确,1.0,340.28,纯LLM直答,1.0,1.0,0,,1,,,,,,电池容量降低,,,7,
173,173,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的潜在失效原因/机理是什么？,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,正确,1.0,478.73,纯LLM直答,1.0,1.0,0,,1,,,,,,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,,,8,
174,174,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的潜在失效后果是什么？,安全事故,FMEA编号“LFP009”的潜在失效后果是：外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,错误,0.0,589.05,纯LLM直答,1.0,1.0,0,,1,安全事故,,,,,安全事故,,,8,
175,175,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的RPN是多少？,RPN=108.0,"LFP009,磷酸铁锂电池,DFMEA,电池壳体,电池漏液,安全事故,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,9,2,6,108,,,单体震动挤压试验,更换电池,,,,磷酸铁锂电池DFMEA,lfp_battery_dfmea,lfp_battery_dfmea_case,fmea_core_v1,Dfmea案例.xls,14,lfp_dfmea_20250416105822,更换电池

RPN是：108",正确,1.0,1384.89,纯LLM直答,1.0,1.0,0,,1,,,108.0；108.0,,,,108.0,RPN,8,
176,176,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的S是多少？,S=9.0,9,正确,1.0,237.88,纯LLM直答,1.0,1.0,0,,1,,,9.0,,,,9.0,S,8,
177,177,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的O是多少？,O=2.0,2,正确,1.0,234.9,纯LLM直答,1.0,1.0,0,,1,,,2.0,,,,2.0,O,8,
178,178,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的D是多少？,D=6.0,6,正确,1.0,247.53,纯LLM直答,1.0,1.0,0,,1,,,6.0,,,,6.0,D,8,
179,179,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP009”这条的建议措施是什么？,更换电池,更换电池,正确,1.0,250.97,纯LLM直答,1.0,1.0,0,,1,,,,,,更换电池,,RecommendedAction,8,
180,180,PureLLM表格上下文回答(qwen2.5:7b),无KG/RAG/数据库/确定性规则系统,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池漏液”对应的潜在失效原因/机理是什么？,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,正确,1.0,494.21,纯LLM直答,1.0,1.0,0,,1,,,,,,外力损伤；碰撞、安装不规范造成密封结构破坏；制造原因：焊接缺陷、封合胶量不足造成密封性能不好。,,,8,
